date,fioraio fioraio,isPartial
2018-01-07,14,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,13,False
2018-02-04,65,False
2018-02-11,68,False
2018-02-18,0,False
2018-02-25,12,False
2018-03-04,93,False
2018-03-11,13,False
2018-03-18,39,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,27,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,27,False
2018-05-13,14,False
2018-05-20,14,False
2018-05-27,0,False
2018-06-03,14,False
2018-06-10,26,False
2018-06-17,0,False
2018-06-24,41,False
2018-07-01,0,False
2018-07-08,13,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,54,False
2018-08-12,40,False
2018-08-19,13,False
2018-08-26,50,False
2018-09-02,26,False
2018-09-09,14,False
2018-09-16,27,False
2018-09-23,0,False
2018-09-30,14,False
2018-10-07,14,False
2018-10-14,14,False
2018-10-21,56,False
2018-10-28,14,False
2018-11-04,27,False
2018-11-11,14,False
2018-11-18,13,False
2018-11-25,27,False
2018-12-02,14,False
2018-12-09,26,False
2018-12-16,40,False
2018-12-23,15,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,0,False
2019-02-03,12,False
2019-02-10,99,False
2019-02-17,49,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,37,False
2019-03-31,0,False
2019-04-07,38,False
2019-04-14,26,False
2019-04-21,26,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,47,False
2019-05-19,24,False
2019-05-26,11,False
2019-06-02,13,False
2019-06-09,38,False
2019-06-16,0,False
2019-06-23,13,False
2019-06-30,38,False
2019-07-07,0,False
2019-07-14,37,False
2019-07-21,13,False
2019-07-28,12,False
2019-08-04,0,False
2019-08-11,13,False
2019-08-18,12,False
2019-08-25,11,False
2019-09-01,34,False
2019-09-08,72,False
2019-09-15,24,False
2019-09-22,0,False
2019-09-29,11,False
2019-10-06,24,False
2019-10-13,12,False
2019-10-20,35,False
2019-10-27,46,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,11,False
2019-12-01,23,False
2019-12-08,24,False
2019-12-15,12,False
2019-12-22,27,False
2019-12-29,13,False
2020-01-05,0,False
2020-01-12,11,False
2020-01-19,22,False
2020-01-26,11,False
2020-02-02,42,False
2020-02-09,100,False
2020-02-16,11,False
2020-02-23,0,False
2020-03-01,39,False
2020-03-08,10,False
2020-03-15,9,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,39,False
2020-04-12,19,False
2020-04-19,27,False
2020-04-26,63,True
