date,fioraio fioraio,isPartial
2018-01-07,23,False
2018-01-14,46,False
2018-01-21,58,False
2018-01-28,23,False
2018-02-04,22,False
2018-02-11,44,False
2018-02-18,44,False
2018-02-25,67,False
2018-03-04,56,False
2018-03-11,35,False
2018-03-18,34,False
2018-03-25,72,False
2018-04-01,26,False
2018-04-08,59,False
2018-04-15,35,False
2018-04-22,61,False
2018-04-29,25,False
2018-05-06,59,False
2018-05-13,23,False
2018-05-20,48,False
2018-05-27,25,False
2018-06-03,24,False
2018-06-10,57,False
2018-06-17,23,False
2018-06-24,34,False
2018-07-01,71,False
2018-07-08,89,False
2018-07-15,35,False
2018-07-22,43,False
2018-07-29,62,False
2018-08-05,39,False
2018-08-12,33,False
2018-08-19,0,False
2018-08-26,78,False
2018-09-02,46,False
2018-09-09,99,False
2018-09-16,100,False
2018-09-23,36,False
2018-09-30,46,False
2018-10-07,63,False
2018-10-14,60,False
2018-10-21,24,False
2018-10-28,35,False
2018-11-04,71,False
2018-11-11,38,False
2018-11-18,0,False
2018-11-25,48,False
2018-12-02,38,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,48,False
2019-01-20,45,False
2019-01-27,23,False
2019-02-03,23,False
2019-02-10,35,False
2019-02-17,24,False
2019-02-24,46,False
2019-03-03,62,False
2019-03-10,47,False
2019-03-17,49,False
2019-03-24,24,False
2019-03-31,60,False
2019-04-07,0,False
2019-04-14,51,False
2019-04-21,37,False
2019-04-28,48,False
2019-05-05,24,False
2019-05-12,71,False
2019-05-19,48,False
2019-05-26,23,False
2019-06-02,61,False
2019-06-09,51,False
2019-06-16,24,False
2019-06-23,48,False
2019-06-30,50,False
2019-07-07,35,False
2019-07-14,69,False
2019-07-21,0,False
2019-07-28,87,False
2019-08-04,50,False
2019-08-11,49,False
2019-08-18,77,False
2019-08-25,38,False
2019-09-01,32,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,36,False
2019-09-29,37,False
2019-10-06,24,False
2019-10-13,38,False
2019-10-20,74,False
2019-10-27,37,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,37,False
2019-11-24,23,False
2019-12-01,37,False
2019-12-08,49,False
2019-12-15,37,False
2019-12-22,37,False
2019-12-29,24,False
2020-01-05,47,False
2020-01-12,0,False
2020-01-19,79,False
2020-01-26,43,False
2020-02-02,0,False
2020-02-09,92,False
2020-02-16,45,False
2020-02-23,42,False
2020-03-01,41,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,25,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,35,False
2020-04-26,0,True
