date,Kochschule,isPartial
2018-01-07,88,False
2018-01-14,43,False
2018-01-21,87,False
2018-01-28,43,False
2018-02-04,45,False
2018-02-11,44,False
2018-02-18,0,False
2018-02-25,44,False
2018-03-04,0,False
2018-03-11,73,False
2018-03-18,60,False
2018-03-25,0,False
2018-04-01,46,False
2018-04-08,44,False
2018-04-15,44,False
2018-04-22,43,False
2018-04-29,0,False
2018-05-06,48,False
2018-05-13,44,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,44,False
2018-06-10,44,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,48,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,48,False
2018-08-05,44,False
2018-08-12,44,False
2018-08-19,45,False
2018-08-26,45,False
2018-09-02,0,False
2018-09-09,90,False
2018-09-16,89,False
2018-09-23,91,False
2018-09-30,47,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,43,False
2018-11-04,42,False
2018-11-11,0,False
2018-11-18,41,False
2018-11-25,44,False
2018-12-02,43,False
2018-12-09,43,False
2018-12-16,91,False
2018-12-23,56,False
2018-12-30,49,False
2019-01-06,57,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,43,False
2019-02-03,86,False
2019-02-10,43,False
2019-02-17,86,False
2019-02-24,44,False
2019-03-03,0,False
2019-03-10,42,False
2019-03-17,43,False
2019-03-24,0,False
2019-03-31,45,False
2019-04-07,92,False
2019-04-14,100,False
2019-04-21,0,False
2019-04-28,45,False
2019-05-05,0,False
2019-05-12,89,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,44,False
2019-06-09,0,False
2019-06-16,65,False
2019-06-23,45,False
2019-06-30,42,False
2019-07-07,0,False
2019-07-14,95,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,47,False
2019-08-11,43,False
2019-08-18,44,False
2019-08-25,44,False
2019-09-01,0,False
2019-09-08,42,False
2019-09-15,43,False
2019-09-22,84,False
2019-09-29,43,False
2019-10-06,64,False
2019-10-13,41,False
2019-10-20,41,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,39,False
2019-11-17,39,False
2019-11-24,38,False
2019-12-01,40,False
2019-12-08,41,False
2019-12-15,62,False
2019-12-22,51,False
2019-12-29,46,False
2020-01-05,38,False
2020-01-12,37,False
2020-01-19,78,False
2020-01-26,39,False
2020-02-02,39,False
2020-02-09,38,False
2020-02-16,52,False
2020-02-23,38,False
2020-03-01,77,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,36,False
2020-03-29,36,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,True
