date,Kochschule,isPartial
2018-01-07,46,False
2018-01-14,59,False
2018-01-21,23,False
2018-01-28,68,False
2018-02-04,24,False
2018-02-11,31,False
2018-02-18,39,False
2018-02-25,47,False
2018-03-04,45,False
2018-03-11,23,False
2018-03-18,38,False
2018-03-25,33,False
2018-04-01,26,False
2018-04-08,24,False
2018-04-15,24,False
2018-04-22,48,False
2018-04-29,41,False
2018-05-06,51,False
2018-05-13,36,False
2018-05-20,0,False
2018-05-27,47,False
2018-06-03,36,False
2018-06-10,0,False
2018-06-17,46,False
2018-06-24,24,False
2018-07-01,49,False
2018-07-08,25,False
2018-07-15,44,False
2018-07-22,37,False
2018-07-29,56,False
2018-08-05,40,False
2018-08-12,27,False
2018-08-19,51,False
2018-08-26,49,False
2018-09-02,48,False
2018-09-09,36,False
2018-09-16,48,False
2018-09-23,24,False
2018-09-30,50,False
2018-10-07,47,False
2018-10-14,36,False
2018-10-21,25,False
2018-10-28,48,False
2018-11-04,79,False
2018-11-11,48,False
2018-11-18,59,False
2018-11-25,70,False
2018-12-02,71,False
2018-12-09,48,False
2018-12-16,59,False
2018-12-23,32,False
2018-12-30,54,False
2019-01-06,66,False
2019-01-13,100,False
2019-01-20,42,False
2019-01-27,43,False
2019-02-03,63,False
2019-02-10,23,False
2019-02-17,53,False
2019-02-24,30,False
2019-03-03,50,False
2019-03-10,45,False
2019-03-17,39,False
2019-03-24,23,False
2019-03-31,46,False
2019-04-07,43,False
2019-04-14,26,False
2019-04-21,39,False
2019-04-28,51,False
2019-05-05,23,False
2019-05-12,39,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,47,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,24,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,36,False
2019-08-04,48,False
2019-08-11,31,False
2019-08-18,23,False
2019-08-25,65,False
2019-09-01,43,False
2019-09-08,31,False
2019-09-15,45,False
2019-09-22,57,False
2019-09-29,41,False
2019-10-06,31,False
2019-10-13,34,False
2019-10-20,30,False
2019-10-27,22,False
2019-11-03,51,False
2019-11-10,37,False
2019-11-17,65,False
2019-11-24,50,False
2019-12-01,87,False
2019-12-08,73,False
2019-12-15,84,False
2019-12-22,86,False
2019-12-29,35,False
2020-01-05,33,False
2020-01-12,52,False
2020-01-19,21,False
2020-01-26,28,False
2020-02-02,29,False
2020-02-09,19,False
2020-02-16,50,False
2020-02-23,20,False
2020-03-01,39,False
2020-03-08,27,False
2020-03-15,33,False
2020-03-22,0,False
2020-03-29,40,False
2020-04-05,21,False
2020-04-12,22,False
2020-04-19,0,False
2020-04-26,20,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,True
