date,Hip Hop,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,35,False
2018-01-28,69,False
2018-02-04,0,False
2018-02-11,22,False
2018-02-18,44,False
2018-02-25,43,False
2018-03-04,44,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,35,False
2018-04-01,63,False
2018-04-08,26,False
2018-04-15,54,False
2018-04-22,41,False
2018-04-29,51,False
2018-05-06,25,False
2018-05-13,49,False
2018-05-20,49,False
2018-05-27,47,False
2018-06-03,50,False
2018-06-10,48,False
2018-06-17,100,False
2018-06-24,0,False
2018-07-01,23,False
2018-07-08,33,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,21,False
2018-08-05,39,False
2018-08-12,29,False
2018-08-19,39,False
2018-08-26,21,False
2018-09-02,44,False
2018-09-09,24,False
2018-09-16,46,False
2018-09-23,0,False
2018-09-30,35,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,51,False
2018-11-25,39,False
2018-12-02,38,False
2018-12-09,48,False
2018-12-16,25,False
2018-12-23,36,False
2018-12-30,29,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,42,False
2019-02-03,21,False
2019-02-10,43,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,0,False
2019-03-24,36,False
2019-03-31,24,False
2019-04-07,49,False
2019-04-14,24,False
2019-04-21,51,False
2019-04-28,24,False
2019-05-05,0,False
2019-05-12,70,False
2019-05-19,69,False
2019-05-26,66,False
2019-06-02,47,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,44,False
2019-07-07,21,False
2019-07-14,20,False
2019-07-21,38,False
2019-07-28,18,False
2019-08-04,0,False
2019-08-11,49,False
2019-08-18,0,False
2019-08-25,17,False
2019-09-01,37,False
2019-09-08,62,False
2019-09-15,42,False
2019-09-22,21,False
2019-09-29,0,False
2019-10-06,42,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,43,False
2019-11-10,22,False
2019-11-17,43,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,21,False
2019-12-22,42,False
2019-12-29,17,False
2020-01-05,53,False
2020-01-12,0,False
2020-01-19,97,False
2020-01-26,37,False
2020-02-02,36,False
2020-02-09,28,False
2020-02-16,19,False
2020-02-23,17,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,17,False
2020-03-29,36,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,19,False
2020-04-26,31,True
