date,Hip Hop,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,81,False
2018-02-04,31,False
2018-02-11,42,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,20,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,31,False
2018-04-01,22,False
2018-04-08,40,False
2018-04-15,21,False
2018-04-22,43,False
2018-04-29,41,False
2018-05-06,20,False
2018-05-13,39,False
2018-05-20,41,False
2018-05-27,21,False
2018-06-03,100,False
2018-06-10,19,False
2018-06-17,41,False
2018-06-24,40,False
2018-07-01,20,False
2018-07-08,0,False
2018-07-15,20,False
2018-07-22,0,False
2018-07-29,41,False
2018-08-05,21,False
2018-08-12,22,False
2018-08-19,21,False
2018-08-26,29,False
2018-09-02,30,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,51,False
2018-09-30,61,False
2018-10-07,31,False
2018-10-14,42,False
2018-10-21,0,False
2018-10-28,78,False
2018-11-04,20,False
2018-11-11,42,False
2018-11-18,20,False
2018-11-25,20,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,19,False
2018-12-23,22,False
2018-12-30,22,False
2019-01-06,40,False
2019-01-13,36,False
2019-01-20,0,False
2019-01-27,17,False
2019-02-03,53,False
2019-02-10,18,False
2019-02-17,0,False
2019-02-24,36,False
2019-03-03,27,False
2019-03-10,36,False
2019-03-17,36,False
2019-03-24,0,False
2019-03-31,27,False
2019-04-07,0,False
2019-04-14,38,False
2019-04-21,19,False
2019-04-28,0,False
2019-05-05,43,False
2019-05-12,35,False
2019-05-19,51,False
2019-05-26,33,False
2019-06-02,27,False
2019-06-09,28,False
2019-06-16,0,False
2019-06-23,36,False
2019-06-30,36,False
2019-07-07,18,False
2019-07-14,37,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,41,False
2019-08-11,21,False
2019-08-18,59,False
2019-08-25,0,False
2019-09-01,43,False
2019-09-08,35,False
2019-09-15,17,False
2019-09-22,16,False
2019-09-29,32,False
2019-10-06,0,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,17,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,23,False
2019-11-24,24,False
2019-12-01,17,False
2019-12-08,50,False
2019-12-15,17,False
2019-12-22,0,False
2019-12-29,40,False
2020-01-05,36,False
2020-01-12,24,False
2020-01-19,65,False
2020-01-26,15,False
2020-02-02,15,False
2020-02-09,32,False
2020-02-16,32,False
2020-02-23,15,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,14,False
2020-03-22,13,False
2020-03-29,42,False
2020-04-05,29,False
2020-04-12,0,False
2020-04-19,56,False
2020-04-26,47,True
