date,video montaggio,isPartial
2018-01-07,35,False
2018-01-14,57,False
2018-01-21,34,False
2018-01-28,68,False
2018-02-04,20,False
2018-02-11,39,False
2018-02-18,25,False
2018-02-25,31,False
2018-03-04,12,False
2018-03-11,38,False
2018-03-18,13,False
2018-03-25,27,False
2018-04-01,14,False
2018-04-08,38,False
2018-04-15,39,False
2018-04-22,55,False
2018-04-29,26,False
2018-05-06,50,False
2018-05-13,31,False
2018-05-20,25,False
2018-05-27,46,False
2018-06-03,26,False
2018-06-10,44,False
2018-06-17,49,False
2018-06-24,20,False
2018-07-01,13,False
2018-07-08,20,False
2018-07-15,20,False
2018-07-22,13,False
2018-07-29,48,False
2018-08-05,22,False
2018-08-12,26,False
2018-08-19,35,False
2018-08-26,46,False
2018-09-02,52,False
2018-09-09,25,False
2018-09-16,72,False
2018-09-23,31,False
2018-09-30,12,False
2018-10-07,19,False
2018-10-14,38,False
2018-10-21,44,False
2018-10-28,25,False
2018-11-04,35,False
2018-11-11,31,False
2018-11-18,43,False
2018-11-25,44,False
2018-12-02,29,False
2018-12-09,26,False
2018-12-16,54,False
2018-12-23,25,False
2018-12-30,14,False
2019-01-06,35,False
2019-01-13,27,False
2019-01-20,20,False
2019-01-27,35,False
2019-02-03,27,False
2019-02-10,41,False
2019-02-17,28,False
2019-02-24,25,False
2019-03-03,14,False
2019-03-10,21,False
2019-03-17,22,False
2019-03-24,35,False
2019-03-31,35,False
2019-04-07,33,False
2019-04-14,34,False
2019-04-21,47,False
2019-04-28,41,False
2019-05-05,43,False
2019-05-12,0,False
2019-05-19,40,False
2019-05-26,52,False
2019-06-02,62,False
2019-06-09,41,False
2019-06-16,36,False
2019-06-23,29,False
2019-06-30,22,False
2019-07-07,20,False
2019-07-14,37,False
2019-07-21,44,False
2019-07-28,31,False
2019-08-04,33,False
2019-08-11,37,False
2019-08-18,52,False
2019-08-25,45,False
2019-09-01,26,False
2019-09-08,14,False
2019-09-15,52,False
2019-09-22,46,False
2019-09-29,60,False
2019-10-06,14,False
2019-10-13,27,False
2019-10-20,39,False
2019-10-27,20,False
2019-11-03,19,False
2019-11-10,26,False
2019-11-17,59,False
2019-11-24,33,False
2019-12-01,40,False
2019-12-08,20,False
2019-12-15,41,False
2019-12-22,17,False
2019-12-29,63,False
2020-01-05,27,False
2020-01-12,31,False
2020-01-19,13,False
2020-01-26,31,False
2020-02-02,12,False
2020-02-09,25,False
2020-02-16,32,False
2020-02-23,24,False
2020-03-01,36,False
2020-03-08,35,False
2020-03-15,54,False
2020-03-22,56,False
2020-03-29,75,False
2020-04-05,79,False
2020-04-12,55,False
2020-04-19,51,False
2020-04-26,100,True
