date,video montaggio,isPartial
2018-01-07,40,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,39,False
2018-02-04,25,False
2018-02-11,0,False
2018-02-18,39,False
2018-02-25,51,False
2018-03-04,26,False
2018-03-11,53,False
2018-03-18,27,False
2018-03-25,83,False
2018-04-01,58,False
2018-04-08,39,False
2018-04-15,28,False
2018-04-22,29,False
2018-04-29,27,False
2018-05-06,54,False
2018-05-13,27,False
2018-05-20,41,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,26,False
2018-06-17,58,False
2018-06-24,60,False
2018-07-01,89,False
2018-07-08,58,False
2018-07-15,0,False
2018-07-22,47,False
2018-07-29,32,False
2018-08-05,71,False
2018-08-12,40,False
2018-08-19,74,False
2018-08-26,47,False
2018-09-02,30,False
2018-09-09,0,False
2018-09-16,57,False
2018-09-23,29,False
2018-09-30,44,False
2018-10-07,29,False
2018-10-14,29,False
2018-10-21,29,False
2018-10-28,99,False
2018-11-04,0,False
2018-11-11,28,False
2018-11-18,53,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,29,False
2018-12-23,49,False
2018-12-30,30,False
2019-01-06,0,False
2019-01-13,40,False
2019-01-20,62,False
2019-01-27,0,False
2019-02-03,49,False
2019-02-10,99,False
2019-02-17,50,False
2019-02-24,26,False
2019-03-03,27,False
2019-03-10,53,False
2019-03-17,26,False
2019-03-24,40,False
2019-03-31,51,False
2019-04-07,50,False
2019-04-14,53,False
2019-04-21,86,False
2019-04-28,54,False
2019-05-05,39,False
2019-05-12,39,False
2019-05-19,38,False
2019-05-26,50,False
2019-06-02,25,False
2019-06-09,25,False
2019-06-16,0,False
2019-06-23,53,False
2019-06-30,79,False
2019-07-07,26,False
2019-07-14,40,False
2019-07-21,56,False
2019-07-28,29,False
2019-08-04,61,False
2019-08-11,68,False
2019-08-18,31,False
2019-08-25,27,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,100,False
2019-09-29,50,False
2019-10-06,25,False
2019-10-13,74,False
2019-10-20,23,False
2019-10-27,24,False
2019-11-03,0,False
2019-11-10,71,False
2019-11-17,0,False
2019-11-24,46,False
2019-12-01,60,False
2019-12-08,24,False
2019-12-15,48,False
2019-12-22,27,False
2019-12-29,40,False
2020-01-05,46,False
2020-01-12,43,False
2020-01-19,22,False
2020-01-26,44,False
2020-02-02,43,False
2020-02-09,22,False
2020-02-16,33,False
2020-02-23,41,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,50,False
2020-03-22,56,False
2020-03-29,78,False
2020-04-05,51,False
2020-04-12,83,False
2020-04-19,39,False
2020-04-26,33,True
