date,video montaggio,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,28,False
2018-01-28,69,False
2018-02-04,53,False
2018-02-11,56,False
2018-02-18,27,False
2018-02-25,25,False
2018-03-04,27,False
2018-03-11,69,False
2018-03-18,0,False
2018-03-25,43,False
2018-04-01,58,False
2018-04-08,42,False
2018-04-15,28,False
2018-04-22,30,False
2018-04-29,0,False
2018-05-06,56,False
2018-05-13,0,False
2018-05-20,56,False
2018-05-27,58,False
2018-06-03,72,False
2018-06-10,52,False
2018-06-17,54,False
2018-06-24,27,False
2018-07-01,28,False
2018-07-08,54,False
2018-07-15,0,False
2018-07-22,40,False
2018-07-29,27,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,23,False
2018-08-26,24,False
2018-09-02,26,False
2018-09-09,27,False
2018-09-16,41,False
2018-09-23,55,False
2018-09-30,27,False
2018-10-07,29,False
2018-10-14,58,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,29,False
2018-12-23,31,False
2018-12-30,55,False
2019-01-06,27,False
2019-01-13,54,False
2019-01-20,38,False
2019-01-27,76,False
2019-02-03,25,False
2019-02-10,50,False
2019-02-17,52,False
2019-02-24,26,False
2019-03-03,0,False
2019-03-10,38,False
2019-03-17,27,False
2019-03-24,52,False
2019-03-31,26,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,27,False
2019-04-28,0,False
2019-05-05,50,False
2019-05-12,37,False
2019-05-19,100,False
2019-05-26,0,False
2019-06-02,39,False
2019-06-09,0,False
2019-06-16,79,False
2019-06-23,39,False
2019-06-30,53,False
2019-07-07,49,False
2019-07-14,37,False
2019-07-21,26,False
2019-07-28,49,False
2019-08-04,25,False
2019-08-11,26,False
2019-08-18,24,False
2019-08-25,36,False
2019-09-01,94,False
2019-09-08,24,False
2019-09-15,58,False
2019-09-22,47,False
2019-09-29,24,False
2019-10-06,37,False
2019-10-13,37,False
2019-10-20,48,False
2019-10-27,48,False
2019-11-03,35,False
2019-11-10,24,False
2019-11-17,24,False
2019-11-24,35,False
2019-12-01,24,False
2019-12-08,25,False
2019-12-15,49,False
2019-12-22,38,False
2019-12-29,25,False
2020-01-05,71,False
2020-01-12,22,False
2020-01-19,46,False
2020-01-26,34,False
2020-02-02,44,False
2020-02-09,34,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,0,False
2020-03-08,30,False
2020-03-15,29,False
2020-03-22,27,False
2020-03-29,37,False
2020-04-05,78,False
2020-04-12,39,False
2020-04-19,74,False
2020-04-26,66,True
