date,video montaggio,isPartial
2018-01-07,46,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,32,False
2018-02-04,32,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,41,False
2018-03-04,21,False
2018-03-11,42,False
2018-03-18,22,False
2018-03-25,22,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,46,False
2018-04-29,22,False
2018-05-06,31,False
2018-05-13,0,False
2018-05-20,33,False
2018-05-27,33,False
2018-06-03,65,False
2018-06-10,21,False
2018-06-17,85,False
2018-06-24,22,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,21,False
2018-07-22,21,False
2018-07-29,44,False
2018-08-05,45,False
2018-08-12,23,False
2018-08-19,46,False
2018-08-26,43,False
2018-09-02,21,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,42,False
2018-09-30,43,False
2018-10-07,22,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,21,False
2018-11-04,22,False
2018-11-11,22,False
2018-11-18,44,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,57,False
2018-12-16,24,False
2018-12-23,41,False
2018-12-30,50,False
2019-01-06,46,False
2019-01-13,66,False
2019-01-20,41,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,33,False
2019-02-17,44,False
2019-02-24,33,False
2019-03-03,0,False
2019-03-10,44,False
2019-03-17,22,False
2019-03-24,66,False
2019-03-31,21,False
2019-04-07,22,False
2019-04-14,44,False
2019-04-21,0,False
2019-04-28,84,False
2019-05-05,42,False
2019-05-12,0,False
2019-05-19,41,False
2019-05-26,0,False
2019-06-02,43,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,22,False
2019-06-30,22,False
2019-07-07,21,False
2019-07-14,32,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,45,False
2019-08-11,24,False
2019-08-18,0,False
2019-08-25,31,False
2019-09-01,29,False
2019-09-08,20,False
2019-09-15,40,False
2019-09-22,19,False
2019-09-29,20,False
2019-10-06,30,False
2019-10-13,20,False
2019-10-20,0,False
2019-10-27,39,False
2019-11-03,0,False
2019-11-10,79,False
2019-11-17,29,False
2019-11-24,0,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,20,False
2019-12-22,37,False
2019-12-29,45,False
2020-01-05,61,False
2020-01-12,19,False
2020-01-19,39,False
2020-01-26,19,False
2020-02-02,28,False
2020-02-09,39,False
2020-02-16,29,False
2020-02-23,26,False
2020-03-01,35,False
2020-03-08,17,False
2020-03-15,60,False
2020-03-22,63,False
2020-03-29,16,False
2020-04-05,100,False
2020-04-12,76,False
2020-04-19,48,False
2020-04-26,42,True
