date,album foto,isPartial
2018-01-07,35,False
2018-01-14,52,False
2018-01-21,18,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,53,False
2018-02-18,36,False
2018-02-25,69,False
2018-03-04,36,False
2018-03-11,18,False
2018-03-18,37,False
2018-03-25,19,False
2018-04-01,60,False
2018-04-08,19,False
2018-04-15,39,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,37,False
2018-05-13,56,False
2018-05-20,37,False
2018-05-27,57,False
2018-06-03,19,False
2018-06-10,36,False
2018-06-17,56,False
2018-06-24,19,False
2018-07-01,73,False
2018-07-08,0,False
2018-07-15,37,False
2018-07-22,19,False
2018-07-29,57,False
2018-08-05,0,False
2018-08-12,41,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,19,False
2018-09-30,37,False
2018-10-07,19,False
2018-10-14,57,False
2018-10-21,38,False
2018-10-28,36,False
2018-11-04,18,False
2018-11-11,38,False
2018-11-18,19,False
2018-11-25,37,False
2018-12-02,39,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,45,False
2018-12-30,100,False
2019-01-06,55,False
2019-01-13,18,False
2019-01-20,0,False
2019-01-27,17,False
2019-02-03,0,False
2019-02-10,17,False
2019-02-17,18,False
2019-02-24,18,False
2019-03-03,0,False
2019-03-10,35,False
2019-03-17,18,False
2019-03-24,18,False
2019-03-31,18,False
2019-04-07,18,False
2019-04-14,18,False
2019-04-21,55,False
2019-04-28,69,False
2019-05-05,17,False
2019-05-12,50,False
2019-05-19,0,False
2019-05-26,33,False
2019-06-02,35,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,18,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,37,False
2019-07-28,37,False
2019-08-04,39,False
2019-08-11,0,False
2019-08-18,19,False
2019-08-25,17,False
2019-09-01,0,False
2019-09-08,18,False
2019-09-15,52,False
2019-09-22,51,False
2019-09-29,17,False
2019-10-06,51,False
2019-10-13,84,False
2019-10-20,34,False
2019-10-27,16,False
2019-11-03,65,False
2019-11-10,32,False
2019-11-17,48,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,52,False
2019-12-15,68,False
2019-12-22,19,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,31,False
2020-01-19,32,False
2020-01-26,47,False
2020-02-02,15,False
2020-02-09,16,False
2020-02-16,63,False
2020-02-23,15,False
2020-03-01,0,False
2020-03-08,42,False
2020-03-15,71,False
2020-03-22,79,False
2020-03-29,14,False
2020-04-05,29,False
2020-04-12,87,False
2020-04-19,69,False
2020-04-26,95,True
