date,album foto,isPartial
2018-01-07,55,False
2018-01-14,18,False
2018-01-21,45,False
2018-01-28,44,False
2018-02-04,44,False
2018-02-11,71,False
2018-02-18,51,False
2018-02-25,33,False
2018-03-04,44,False
2018-03-11,52,False
2018-03-18,36,False
2018-03-25,65,False
2018-04-01,19,False
2018-04-08,27,False
2018-04-15,55,False
2018-04-22,0,False
2018-04-29,45,False
2018-05-06,26,False
2018-05-13,36,False
2018-05-20,27,False
2018-05-27,18,False
2018-06-03,18,False
2018-06-10,18,False
2018-06-17,36,False
2018-06-24,0,False
2018-07-01,53,False
2018-07-08,17,False
2018-07-15,27,False
2018-07-22,18,False
2018-07-29,29,False
2018-08-05,30,False
2018-08-12,32,False
2018-08-19,40,False
2018-08-26,18,False
2018-09-02,18,False
2018-09-09,70,False
2018-09-16,35,False
2018-09-23,35,False
2018-09-30,54,False
2018-10-07,54,False
2018-10-14,18,False
2018-10-21,81,False
2018-10-28,35,False
2018-11-04,34,False
2018-11-11,63,False
2018-11-18,34,False
2018-11-25,44,False
2018-12-02,54,False
2018-12-09,46,False
2018-12-16,68,False
2018-12-23,70,False
2018-12-30,43,False
2019-01-06,37,False
2019-01-13,44,False
2019-01-20,52,False
2019-01-27,71,False
2019-02-03,0,False
2019-02-10,35,False
2019-02-17,44,False
2019-02-24,36,False
2019-03-03,18,False
2019-03-10,54,False
2019-03-17,53,False
2019-03-24,72,False
2019-03-31,36,False
2019-04-07,27,False
2019-04-14,37,False
2019-04-21,20,False
2019-04-28,37,False
2019-05-05,0,False
2019-05-12,67,False
2019-05-19,17,False
2019-05-26,25,False
2019-06-02,27,False
2019-06-09,36,False
2019-06-16,27,False
2019-06-23,18,False
2019-06-30,18,False
2019-07-07,83,False
2019-07-14,34,False
2019-07-21,36,False
2019-07-28,45,False
2019-08-04,38,False
2019-08-11,41,False
2019-08-18,27,False
2019-08-25,33,False
2019-09-01,63,False
2019-09-08,41,False
2019-09-15,32,False
2019-09-22,24,False
2019-09-29,16,False
2019-10-06,100,False
2019-10-13,42,False
2019-10-20,0,False
2019-10-27,33,False
2019-11-03,56,False
2019-11-10,24,False
2019-11-17,40,False
2019-11-24,47,False
2019-12-01,49,False
2019-12-08,33,False
2019-12-15,50,False
2019-12-22,20,False
2019-12-29,57,False
2020-01-05,16,False
2020-01-12,44,False
2020-01-19,68,False
2020-01-26,0,False
2020-02-02,37,False
2020-02-09,31,False
2020-02-16,0,False
2020-02-23,35,False
2020-03-01,21,False
2020-03-08,27,False
2020-03-15,14,False
2020-03-22,32,False
2020-03-29,20,False
2020-04-05,21,False
2020-04-12,55,False
2020-04-19,53,False
2020-04-26,91,True
