date,album foto,isPartial
2018-01-07,17,False
2018-01-14,59,False
2018-01-21,34,False
2018-01-28,49,False
2018-02-04,24,False
2018-02-11,65,False
2018-02-18,56,False
2018-02-25,23,False
2018-03-04,24,False
2018-03-11,16,False
2018-03-18,50,False
2018-03-25,51,False
2018-04-01,52,False
2018-04-08,16,False
2018-04-15,42,False
2018-04-22,26,False
2018-04-29,24,False
2018-05-06,47,False
2018-05-13,50,False
2018-05-20,33,False
2018-05-27,50,False
2018-06-03,33,False
2018-06-10,55,False
2018-06-17,16,False
2018-06-24,16,False
2018-07-01,16,False
2018-07-08,16,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,41,False
2018-08-05,17,False
2018-08-12,26,False
2018-08-19,35,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,47,False
2018-09-23,56,False
2018-09-30,25,False
2018-10-07,25,False
2018-10-14,25,False
2018-10-21,42,False
2018-10-28,32,False
2018-11-04,16,False
2018-11-11,25,False
2018-11-18,33,False
2018-11-25,33,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,71,False
2018-12-23,61,False
2018-12-30,28,False
2019-01-06,53,False
2019-01-13,25,False
2019-01-20,16,False
2019-01-27,31,False
2019-02-03,16,False
2019-02-10,16,False
2019-02-17,25,False
2019-02-24,16,False
2019-03-03,34,False
2019-03-10,49,False
2019-03-17,34,False
2019-03-24,25,False
2019-03-31,16,False
2019-04-07,33,False
2019-04-14,17,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,31,False
2019-05-12,63,False
2019-05-19,15,False
2019-05-26,15,False
2019-06-02,0,False
2019-06-09,16,False
2019-06-16,34,False
2019-06-23,17,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,16,False
2019-07-21,16,False
2019-07-28,33,False
2019-08-04,17,False
2019-08-11,36,False
2019-08-18,16,False
2019-08-25,31,False
2019-09-01,37,False
2019-09-08,100,False
2019-09-15,38,False
2019-09-22,0,False
2019-09-29,30,False
2019-10-06,61,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,36,False
2019-11-03,29,False
2019-11-10,45,False
2019-11-17,44,False
2019-11-24,15,False
2019-12-01,15,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,37,False
2019-12-29,34,False
2020-01-05,23,False
2020-01-12,21,False
2020-01-19,30,False
2020-01-26,35,False
2020-02-02,21,False
2020-02-09,29,False
2020-02-16,36,False
2020-02-23,40,False
2020-03-01,40,False
2020-03-08,32,False
2020-03-15,20,False
2020-03-22,30,False
2020-03-29,31,False
2020-04-05,57,False
2020-04-12,19,False
2020-04-19,24,False
2020-04-26,42,True
