date,Terrassenüberdachung,isPartial
2018-01-07,17,False
2018-01-14,0,False
2018-01-21,34,False
2018-01-28,26,False
2018-02-04,36,False
2018-02-11,17,False
2018-02-18,35,False
2018-02-25,26,False
2018-03-04,34,False
2018-03-11,51,False
2018-03-18,68,False
2018-03-25,19,False
2018-04-01,95,False
2018-04-08,52,False
2018-04-15,34,False
2018-04-22,16,False
2018-04-29,54,False
2018-05-06,100,False
2018-05-13,43,False
2018-05-20,27,False
2018-05-27,36,False
2018-06-03,35,False
2018-06-10,59,False
2018-06-17,17,False
2018-06-24,25,False
2018-07-01,18,False
2018-07-08,37,False
2018-07-15,19,False
2018-07-22,29,False
2018-07-29,20,False
2018-08-05,20,False
2018-08-12,62,False
2018-08-19,39,False
2018-08-26,18,False
2018-09-02,18,False
2018-09-09,44,False
2018-09-16,18,False
2018-09-23,53,False
2018-09-30,17,False
2018-10-07,33,False
2018-10-14,65,False
2018-10-21,33,False
2018-10-28,17,False
2018-11-04,50,False
2018-11-11,0,False
2018-11-18,23,False
2018-11-25,16,False
2018-12-02,16,False
2018-12-09,31,False
2018-12-16,16,False
2018-12-23,20,False
2018-12-30,19,False
2019-01-06,26,False
2019-01-13,17,False
2019-01-20,50,False
2019-01-27,17,False
2019-02-03,0,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,33,False
2019-03-03,42,False
2019-03-10,16,False
2019-03-17,17,False
2019-03-24,26,False
2019-03-31,77,False
2019-04-07,42,False
2019-04-14,37,False
2019-04-21,37,False
2019-04-28,25,False
2019-05-05,33,False
2019-05-12,0,False
2019-05-19,41,False
2019-05-26,51,False
2019-06-02,35,False
2019-06-09,37,False
2019-06-16,35,False
2019-06-23,26,False
2019-06-30,36,False
2019-07-07,37,False
2019-07-14,29,False
2019-07-21,40,False
2019-07-28,20,False
2019-08-04,51,False
2019-08-11,61,False
2019-08-18,29,False
2019-08-25,0,False
2019-09-01,42,False
2019-09-08,26,False
2019-09-15,0,False
2019-09-22,16,False
2019-09-29,0,False
2019-10-06,16,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,16,False
2019-11-03,15,False
2019-11-10,0,False
2019-11-17,15,False
2019-11-24,0,False
2019-12-01,15,False
2019-12-08,30,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,17,False
2020-01-12,15,False
2020-01-19,22,False
2020-01-26,0,False
2020-02-02,55,False
2020-02-09,15,False
2020-02-16,30,False
2020-02-23,14,False
2020-03-01,28,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,31,False
2020-04-05,34,False
2020-04-12,49,False
2020-04-19,47,False
2020-04-26,64,False
2020-05-03,23,False
2020-05-10,53,False
2020-05-17,89,False
2020-05-24,60,False
2020-05-31,46,False
2020-06-07,31,False
2020-06-14,37,False
2020-06-21,15,False
2020-06-28,22,False
2020-07-05,63,False
