date,chauffe eau solaire,isPartial
2018-01-07,42,False
2018-01-14,25,False
2018-01-21,33,False
2018-01-28,38,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,25,False
2018-03-04,38,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,38,False
2018-04-01,0,False
2018-04-08,26,False
2018-04-15,28,False
2018-04-22,25,False
2018-04-29,36,False
2018-05-06,25,False
2018-05-13,51,False
2018-05-20,26,False
2018-05-27,37,False
2018-06-03,37,False
2018-06-10,23,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,24,False
2018-07-29,49,False
2018-08-05,46,False
2018-08-12,0,False
2018-08-19,36,False
2018-08-26,49,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,37,False
2018-09-23,34,False
2018-09-30,25,False
2018-10-07,26,False
2018-10-14,0,False
2018-10-21,27,False
2018-10-28,38,False
2018-11-04,49,False
2018-11-11,25,False
2018-11-18,25,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,29,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,100,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,38,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,56,False
2019-03-03,38,False
2019-03-10,34,False
2019-03-17,26,False
2019-03-24,25,False
2019-03-31,22,False
2019-04-07,44,False
2019-04-14,23,False
2019-04-21,45,False
2019-04-28,35,False
2019-05-05,85,False
2019-05-12,42,False
2019-05-19,21,False
2019-05-26,32,False
2019-06-02,29,False
2019-06-09,20,False
2019-06-16,49,False
2019-06-23,28,False
2019-06-30,40,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,43,False
2019-07-28,22,False
2019-08-04,21,False
2019-08-11,41,False
2019-08-18,22,False
2019-08-25,0,False
2019-09-01,42,False
2019-09-08,21,False
2019-09-15,49,False
2019-09-22,19,False
2019-09-29,38,False
2019-10-06,31,False
2019-10-13,21,False
2019-10-20,21,False
2019-10-27,0,False
2019-11-03,19,False
2019-11-10,59,False
2019-11-17,31,False
2019-11-24,20,False
2019-12-01,41,False
2019-12-08,20,False
2019-12-15,0,False
2019-12-22,22,False
2019-12-29,53,False
2020-01-05,39,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,19,False
2020-02-02,59,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,19,False
2020-03-01,38,False
2020-03-08,47,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,26,False
2020-04-12,26,False
2020-04-19,25,False
2020-04-26,16,False
2020-05-03,22,False
2020-05-10,34,False
2020-05-17,22,True
