date,chauffe eau solaire,isPartial
2018-01-07,53,False
2018-01-14,35,False
2018-01-21,35,False
2018-01-28,35,False
2018-02-04,0,False
2018-02-11,35,False
2018-02-18,36,False
2018-02-25,35,False
2018-03-04,36,False
2018-03-11,0,False
2018-03-18,36,False
2018-03-25,72,False
2018-04-01,59,False
2018-04-08,36,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,38,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,0,False
2018-06-17,37,False
2018-06-24,37,False
2018-07-01,70,False
2018-07-08,37,False
2018-07-15,56,False
2018-07-22,55,False
2018-07-29,36,False
2018-08-05,35,False
2018-08-12,35,False
2018-08-19,36,False
2018-08-26,35,False
2018-09-02,0,False
2018-09-09,49,False
2018-09-16,36,False
2018-09-23,74,False
2018-09-30,36,False
2018-10-07,37,False
2018-10-14,38,False
2018-10-21,74,False
2018-10-28,0,False
2018-11-04,52,False
2018-11-11,54,False
2018-11-18,36,False
2018-11-25,35,False
2018-12-02,35,False
2018-12-09,37,False
2018-12-16,55,False
2018-12-23,0,False
2018-12-30,39,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,35,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,38,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,35,False
2019-03-10,36,False
2019-03-17,37,False
2019-03-24,74,False
2019-03-31,54,False
2019-04-07,38,False
2019-04-14,0,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,34,False
2019-05-12,36,False
2019-05-19,71,False
2019-05-26,53,False
2019-06-02,33,False
2019-06-09,33,False
2019-06-16,36,False
2019-06-23,35,False
2019-06-30,35,False
2019-07-07,35,False
2019-07-14,0,False
2019-07-21,52,False
2019-07-28,34,False
2019-08-04,0,False
2019-08-11,32,False
2019-08-18,34,False
2019-08-25,66,False
2019-09-01,33,False
2019-09-08,50,False
2019-09-15,100,False
2019-09-22,32,False
2019-09-29,32,False
2019-10-06,32,False
2019-10-13,33,False
2019-10-20,64,False
2019-10-27,0,False
2019-11-03,31,False
2019-11-10,32,False
2019-11-17,31,False
2019-11-24,60,False
2019-12-01,31,False
2019-12-08,31,False
2019-12-15,0,False
2019-12-22,34,False
2019-12-29,0,False
2020-01-05,30,False
2020-01-12,44,False
2020-01-19,46,False
2020-01-26,29,False
2020-02-02,30,False
2020-02-09,30,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,28,False
2020-03-15,0,False
2020-03-22,24,False
2020-03-29,49,False
2020-04-05,36,False
2020-04-12,0,False
2020-04-19,25,False
2020-04-26,23,False
2020-05-03,48,False
2020-05-10,26,False
2020-05-17,49,True
