date,coches deportivos,isPartial
2018-01-07,49,False
2018-01-14,0,False
2018-01-21,51,False
2018-01-28,19,False
2018-02-04,0,False
2018-02-11,41,False
2018-02-18,31,False
2018-02-25,19,False
2018-03-04,56,False
2018-03-11,37,False
2018-03-18,30,False
2018-03-25,33,False
2018-04-01,19,False
2018-04-08,28,False
2018-04-15,41,False
2018-04-22,30,False
2018-04-29,100,False
2018-05-06,20,False
2018-05-13,41,False
2018-05-20,30,False
2018-05-27,21,False
2018-06-03,40,False
2018-06-10,19,False
2018-06-17,41,False
2018-06-24,20,False
2018-07-01,62,False
2018-07-08,49,False
2018-07-15,21,False
2018-07-22,41,False
2018-07-29,50,False
2018-08-05,59,False
2018-08-12,49,False
2018-08-19,40,False
2018-08-26,40,False
2018-09-02,69,False
2018-09-09,58,False
2018-09-16,40,False
2018-09-23,49,False
2018-09-30,30,False
2018-10-07,20,False
2018-10-14,19,False
2018-10-21,39,False
2018-10-28,40,False
2018-11-04,29,False
2018-11-11,0,False
2018-11-18,36,False
2018-11-25,30,False
2018-12-02,42,False
2018-12-09,62,False
2018-12-16,21,False
2018-12-23,69,False
2018-12-30,45,False
2019-01-06,30,False
2019-01-13,77,False
2019-01-20,37,False
2019-01-27,18,False
2019-02-03,40,False
2019-02-10,39,False
2019-02-17,30,False
2019-02-24,42,False
2019-03-03,61,False
2019-03-10,21,False
2019-03-17,50,False
2019-03-24,39,False
2019-03-31,57,False
2019-04-07,20,False
2019-04-14,38,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,20,False
2019-05-12,30,False
2019-05-19,20,False
2019-05-26,48,False
2019-06-02,38,False
2019-06-09,48,False
2019-06-16,61,False
2019-06-23,40,False
2019-06-30,29,False
2019-07-07,58,False
2019-07-14,60,False
2019-07-21,50,False
2019-07-28,41,False
2019-08-04,39,False
2019-08-11,29,False
2019-08-18,28,False
2019-08-25,54,False
2019-09-01,37,False
2019-09-08,0,False
2019-09-15,18,False
2019-09-22,46,False
2019-09-29,37,False
2019-10-06,37,False
2019-10-13,45,False
2019-10-20,0,False
2019-10-27,27,False
2019-11-03,44,False
2019-11-10,35,False
2019-11-17,43,False
2019-11-24,69,False
2019-12-01,0,False
2019-12-08,37,False
2019-12-15,34,False
2019-12-22,48,False
2019-12-29,29,False
2020-01-05,0,False
2020-01-12,16,False
2020-01-19,47,False
2020-01-26,85,False
2020-02-02,17,False
2020-02-09,52,False
2020-02-16,17,False
2020-02-23,34,False
2020-03-01,17,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,35,False
2020-03-29,21,False
2020-04-05,46,False
2020-04-12,45,True
