date,coches deportivos,isPartial
2018-01-07,0,False
2018-01-14,41,False
2018-01-21,80,False
2018-01-28,41,False
2018-02-04,0,False
2018-02-11,83,False
2018-02-18,42,False
2018-02-25,40,False
2018-03-04,40,False
2018-03-11,82,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,42,False
2018-04-08,39,False
2018-04-15,41,False
2018-04-22,41,False
2018-04-29,79,False
2018-05-06,40,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,40,False
2018-06-03,80,False
2018-06-10,0,False
2018-06-17,43,False
2018-06-24,0,False
2018-07-01,43,False
2018-07-08,41,False
2018-07-15,0,False
2018-07-22,87,False
2018-07-29,0,False
2018-08-05,39,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,40,False
2018-09-09,0,False
2018-09-16,43,False
2018-09-23,41,False
2018-09-30,63,False
2018-10-07,42,False
2018-10-14,41,False
2018-10-21,0,False
2018-10-28,42,False
2018-11-04,39,False
2018-11-11,0,False
2018-11-18,39,False
2018-11-25,40,False
2018-12-02,40,False
2018-12-09,0,False
2018-12-16,40,False
2018-12-23,43,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,78,False
2019-01-20,37,False
2019-01-27,0,False
2019-02-03,39,False
2019-02-10,39,False
2019-02-17,58,False
2019-02-24,56,False
2019-03-03,38,False
2019-03-10,78,False
2019-03-17,0,False
2019-03-24,40,False
2019-03-31,38,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,37,False
2019-04-28,76,False
2019-05-05,0,False
2019-05-12,38,False
2019-05-19,38,False
2019-05-26,38,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,39,False
2019-06-30,79,False
2019-07-07,38,False
2019-07-14,82,False
2019-07-21,39,False
2019-07-28,0,False
2019-08-04,36,False
2019-08-11,35,False
2019-08-18,34,False
2019-08-25,52,False
2019-09-01,36,False
2019-09-08,73,False
2019-09-15,35,False
2019-09-22,36,False
2019-09-29,36,False
2019-10-06,71,False
2019-10-13,35,False
2019-10-20,34,False
2019-10-27,33,False
2019-11-03,0,False
2019-11-10,33,False
2019-11-17,0,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,51,False
2019-12-22,35,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,32,False
2020-01-26,32,False
2020-02-02,0,False
2020-02-09,66,False
2020-02-16,100,False
2020-02-23,65,False
2020-03-01,0,False
2020-03-08,31,False
2020-03-15,0,False
2020-03-22,56,False
2020-03-29,42,False
2020-04-05,59,False
2020-04-12,0,True
