date,Terrasse,isPartial
2018-01-07,0,False
2018-01-14,34,False
2018-01-21,0,False
2018-01-28,17,False
2018-02-04,0,False
2018-02-11,34,False
2018-02-18,24,False
2018-02-25,0,False
2018-03-04,42,False
2018-03-11,25,False
2018-03-18,35,False
2018-03-25,73,False
2018-04-01,47,False
2018-04-08,38,False
2018-04-15,38,False
2018-04-22,47,False
2018-04-29,64,False
2018-05-06,55,False
2018-05-13,44,False
2018-05-20,54,False
2018-05-27,36,False
2018-06-03,35,False
2018-06-10,50,False
2018-06-17,34,False
2018-06-24,25,False
2018-07-01,47,False
2018-07-08,24,False
2018-07-15,46,False
2018-07-22,24,False
2018-07-29,47,False
2018-08-05,15,False
2018-08-12,16,False
2018-08-19,15,False
2018-08-26,16,False
2018-09-02,25,False
2018-09-09,17,False
2018-09-16,34,False
2018-09-23,0,False
2018-09-30,18,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,19,False
2018-10-28,17,False
2018-11-04,18,False
2018-11-11,36,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,17,False
2018-12-16,18,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,16,False
2019-01-13,16,False
2019-01-20,16,False
2019-01-27,32,False
2019-02-03,16,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,33,False
2019-03-03,24,False
2019-03-10,33,False
2019-03-17,25,False
2019-03-24,52,False
2019-03-31,26,False
2019-04-07,42,False
2019-04-14,36,False
2019-04-21,43,False
2019-04-28,50,False
2019-05-05,32,False
2019-05-12,40,False
2019-05-19,56,False
2019-05-26,23,False
2019-06-02,64,False
2019-06-09,32,False
2019-06-16,47,False
2019-06-23,23,False
2019-06-30,45,False
2019-07-07,22,False
2019-07-14,22,False
2019-07-21,22,False
2019-07-28,28,False
2019-08-04,28,False
2019-08-11,21,False
2019-08-18,55,False
2019-08-25,22,False
2019-09-01,15,False
2019-09-08,0,False
2019-09-15,15,False
2019-09-22,0,False
2019-09-29,15,False
2019-10-06,63,False
2019-10-13,0,False
2019-10-20,95,False
2019-10-27,15,False
2019-11-03,30,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,15,False
2019-12-01,16,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,16,False
2019-12-29,0,False
2020-01-05,42,False
2020-01-12,14,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,28,False
2020-02-16,48,False
2020-02-23,52,False
2020-03-01,26,False
2020-03-08,26,False
2020-03-15,13,False
2020-03-22,47,False
2020-03-29,18,False
2020-04-05,28,False
2020-04-12,66,False
2020-04-19,44,False
2020-04-26,75,False
2020-05-03,100,False
2020-05-10,52,False
2020-05-17,62,False
2020-05-24,53,False
2020-05-31,38,False
2020-06-07,51,False
2020-06-14,55,False
2020-06-21,26,False
2020-06-28,31,False
2020-07-05,57,False
