date,Terrasse,isPartial
2018-01-07,15,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,15,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,29,False
2018-02-25,36,False
2018-03-04,0,False
2018-03-11,15,False
2018-03-18,0,False
2018-03-25,41,False
2018-04-01,36,False
2018-04-08,37,False
2018-04-15,76,False
2018-04-22,38,False
2018-04-29,48,False
2018-05-06,39,False
2018-05-13,73,False
2018-05-20,28,False
2018-05-27,92,False
2018-06-03,36,False
2018-06-10,34,False
2018-06-17,25,False
2018-06-24,16,False
2018-07-01,33,False
2018-07-08,33,False
2018-07-15,17,False
2018-07-22,41,False
2018-07-29,33,False
2018-08-05,39,False
2018-08-12,66,False
2018-08-19,16,False
2018-08-26,34,False
2018-09-02,27,False
2018-09-09,27,False
2018-09-16,36,False
2018-09-23,0,False
2018-09-30,17,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,19,False
2018-11-11,19,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,18,False
2018-12-09,17,False
2018-12-16,18,False
2018-12-23,17,False
2018-12-30,15,False
2019-01-06,15,False
2019-01-13,15,False
2019-01-20,15,False
2019-01-27,0,False
2019-02-03,15,False
2019-02-10,15,False
2019-02-17,29,False
2019-02-24,0,False
2019-03-03,14,False
2019-03-10,43,False
2019-03-17,40,False
2019-03-24,58,False
2019-03-31,44,False
2019-04-07,25,False
2019-04-14,56,False
2019-04-21,65,False
2019-04-28,26,False
2019-05-05,35,False
2019-05-12,34,False
2019-05-19,67,False
2019-05-26,42,False
2019-06-02,51,False
2019-06-09,42,False
2019-06-16,33,False
2019-06-23,43,False
2019-06-30,16,False
2019-07-07,23,False
2019-07-14,49,False
2019-07-21,79,False
2019-07-28,37,False
2019-08-04,16,False
2019-08-11,23,False
2019-08-18,23,False
2019-08-25,56,False
2019-09-01,24,False
2019-09-08,16,False
2019-09-15,33,False
2019-09-22,16,False
2019-09-29,47,False
2019-10-06,0,False
2019-10-13,32,False
2019-10-20,49,False
2019-10-27,48,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,64,False
2019-11-24,16,False
2019-12-01,0,False
2019-12-08,15,False
2019-12-15,0,False
2019-12-22,22,False
2019-12-29,26,False
2020-01-05,39,False
2020-01-12,13,False
2020-01-19,26,False
2020-01-26,13,False
2020-02-02,12,False
2020-02-09,0,False
2020-02-16,12,False
2020-02-23,28,False
2020-03-01,31,False
2020-03-08,30,False
2020-03-15,48,False
2020-03-22,33,False
2020-03-29,60,False
2020-04-05,100,False
2020-04-12,29,False
2020-04-19,78,False
2020-04-26,70,False
2020-05-03,72,False
2020-05-10,22,False
2020-05-17,55,False
2020-05-24,64,False
2020-05-31,73,False
2020-06-07,43,False
2020-06-14,34,False
2020-06-21,49,False
2020-06-28,87,False
2020-07-05,75,False
