date,Terrasse,isPartial
2018-01-07,16,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,41,False
2018-02-04,24,False
2018-02-11,30,False
2018-02-18,23,False
2018-02-25,25,False
2018-03-04,43,False
2018-03-11,58,False
2018-03-18,27,False
2018-03-25,64,False
2018-04-01,63,False
2018-04-08,68,False
2018-04-15,73,False
2018-04-22,100,False
2018-04-29,80,False
2018-05-06,48,False
2018-05-13,66,False
2018-05-20,81,False
2018-05-27,78,False
2018-06-03,48,False
2018-06-10,36,False
2018-06-17,49,False
2018-06-24,49,False
2018-07-01,39,False
2018-07-08,42,False
2018-07-15,53,False
2018-07-22,44,False
2018-07-29,56,False
2018-08-05,42,False
2018-08-12,49,False
2018-08-19,43,False
2018-08-26,29,False
2018-09-02,38,False
2018-09-09,33,False
2018-09-16,37,False
2018-09-23,19,False
2018-09-30,31,False
2018-10-07,24,False
2018-10-14,26,False
2018-10-21,24,False
2018-10-28,9,False
2018-11-04,22,False
2018-11-11,23,False
2018-11-18,24,False
2018-11-25,14,False
2018-12-02,17,False
2018-12-09,14,False
2018-12-16,15,False
2018-12-23,16,False
2018-12-30,23,False
2019-01-06,34,False
2019-01-13,15,False
2019-01-20,24,False
2019-01-27,13,False
2019-02-03,33,False
2019-02-10,33,False
2019-02-17,58,False
2019-02-24,33,False
2019-03-03,66,False
2019-03-10,32,False
2019-03-17,60,False
2019-03-24,97,False
2019-03-31,74,False
2019-04-07,55,False
2019-04-14,37,False
2019-04-21,61,False
2019-04-28,74,False
2019-05-05,45,False
2019-05-12,26,False
2019-05-19,61,False
2019-05-26,67,False
2019-06-02,57,False
2019-06-09,48,False
2019-06-16,37,False
2019-06-23,56,False
2019-06-30,47,False
2019-07-07,48,False
2019-07-14,60,False
2019-07-21,47,False
2019-07-28,26,False
2019-08-04,59,False
2019-08-11,48,False
2019-08-18,45,False
2019-08-25,50,False
2019-09-01,36,False
2019-09-08,41,False
2019-09-15,39,False
2019-09-22,32,False
2019-09-29,23,False
2019-10-06,27,False
2019-10-13,29,False
2019-10-20,12,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,19,False
2019-11-17,28,False
2019-11-24,20,False
2019-12-01,20,False
2019-12-08,16,False
2019-12-15,6,False
2019-12-22,18,False
2019-12-29,29,False
2020-01-05,23,False
2020-01-12,10,False
2020-01-19,33,False
2020-01-26,18,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,43,False
2020-02-23,17,False
2020-03-01,24,False
2020-03-08,31,False
2020-03-15,34,False
2020-03-22,36,False
2020-03-29,49,False
2020-04-05,69,False
2020-04-12,90,False
2020-04-19,96,False
2020-04-26,84,False
2020-05-03,92,False
2020-05-10,74,False
2020-05-17,83,False
2020-05-24,87,False
2020-05-31,84,False
2020-06-07,83,False
2020-06-14,62,False
2020-06-21,51,False
2020-06-28,95,False
2020-07-05,60,False
