date,Heizungswartung,isPartial
2018-01-07,100,False
2018-01-14,81,False
2018-01-21,34,False
2018-01-28,0,False
2018-02-04,69,False
2018-02-11,67,False
2018-02-18,33,False
2018-02-25,33,False
2018-03-04,67,False
2018-03-11,44,False
2018-03-18,78,False
2018-03-25,35,False
2018-04-01,35,False
2018-04-08,67,False
2018-04-15,69,False
2018-04-22,66,False
2018-04-29,34,False
2018-05-06,35,False
2018-05-13,0,False
2018-05-20,35,False
2018-05-27,50,False
2018-06-03,0,False
2018-06-10,64,False
2018-06-17,54,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,64,False
2018-07-15,34,False
2018-07-22,35,False
2018-07-29,47,False
2018-08-05,35,False
2018-08-12,70,False
2018-08-19,57,False
2018-08-26,0,False
2018-09-02,34,False
2018-09-09,45,False
2018-09-16,67,False
2018-09-23,51,False
2018-09-30,45,False
2018-10-07,85,False
2018-10-14,85,False
2018-10-21,34,False
2018-10-28,67,False
2018-11-04,43,False
2018-11-11,65,False
2018-11-18,79,False
2018-11-25,75,False
2018-12-02,32,False
2018-12-09,32,False
2018-12-16,33,False
2018-12-23,38,False
2018-12-30,34,False
2019-01-06,41,False
2019-01-13,61,False
2019-01-20,46,False
2019-01-27,81,False
2019-02-03,82,False
2019-02-10,63,False
2019-02-17,53,False
2019-02-24,32,False
2019-03-03,31,False
2019-03-10,46,False
2019-03-17,64,False
2019-03-24,32,False
2019-03-31,52,False
2019-04-07,32,False
2019-04-14,52,False
2019-04-21,34,False
2019-04-28,0,False
2019-05-05,93,False
2019-05-12,32,False
2019-05-19,63,False
2019-05-26,0,False
2019-06-02,52,False
2019-06-09,0,False
2019-06-16,32,False
2019-06-23,64,False
2019-06-30,32,False
2019-07-07,62,False
2019-07-14,33,False
2019-07-21,36,False
2019-07-28,69,False
2019-08-04,35,False
2019-08-11,50,False
2019-08-18,33,False
2019-08-25,32,False
2019-09-01,31,False
2019-09-08,64,False
2019-09-15,64,False
2019-09-22,31,False
2019-09-29,63,False
2019-10-06,61,False
2019-10-13,41,False
2019-10-20,42,False
2019-10-27,30,False
2019-11-03,44,False
2019-11-10,49,False
2019-11-17,87,False
2019-11-24,57,False
2019-12-01,29,False
2019-12-08,44,False
2019-12-15,30,False
2019-12-22,69,False
2019-12-29,54,False
2020-01-05,66,False
2020-01-12,68,False
2020-01-19,47,False
2020-01-26,56,False
2020-02-02,41,False
2020-02-09,40,False
2020-02-16,85,False
2020-02-23,54,False
2020-03-01,27,False
2020-03-08,39,False
2020-03-15,51,False
2020-03-22,51,False
2020-03-29,67,False
2020-04-05,41,False
2020-04-12,0,False
2020-04-19,26,False
2020-04-26,38,False
2020-05-03,51,False
2020-05-10,25,False
