date,Klempner Sanitär,isPartial
2018-01-07,0,False
2018-01-14,47,False
2018-01-21,47,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,97,False
2018-02-18,48,False
2018-02-25,48,False
2018-03-04,47,False
2018-03-11,47,False
2018-03-18,48,False
2018-03-25,50,False
2018-04-01,0,False
2018-04-08,50,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,49,False
2018-05-06,50,False
2018-05-13,0,False
2018-05-20,49,False
2018-05-27,46,False
2018-06-03,0,False
2018-06-10,46,False
2018-06-17,0,False
2018-06-24,48,False
2018-07-01,49,False
2018-07-08,50,False
2018-07-15,0,False
2018-07-22,50,False
2018-07-29,49,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,46,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,47,False
2018-09-23,0,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,70,False
2018-10-21,46,False
2018-10-28,46,False
2018-11-04,45,False
2018-11-11,0,False
2018-11-18,68,False
2018-11-25,0,False
2018-12-02,92,False
2018-12-09,47,False
2018-12-16,48,False
2018-12-23,0,False
2018-12-30,48,False
2019-01-06,44,False
2019-01-13,0,False
2019-01-20,44,False
2019-01-27,0,False
2019-02-03,66,False
2019-02-10,45,False
2019-02-17,45,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,44,False
2019-03-17,0,False
2019-03-24,46,False
2019-03-31,47,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,46,False
2019-05-05,0,False
2019-05-12,45,False
2019-05-19,45,False
2019-05-26,45,False
2019-06-02,44,False
2019-06-09,44,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,46,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,46,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,44,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,65,False
2019-09-29,0,False
2019-10-06,59,False
2019-10-13,0,False
2019-10-20,43,False
2019-10-27,0,False
2019-11-03,61,False
2019-11-10,41,False
2019-11-17,42,False
2019-11-24,40,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,46,False
2019-12-29,0,False
2020-01-05,39,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,79,False
2020-02-02,0,False
2020-02-09,38,False
2020-02-16,40,False
2020-02-23,59,False
2020-03-01,39,False
2020-03-08,36,False
2020-03-15,36,False
2020-03-22,37,False
2020-03-29,0,False
2020-04-05,40,False
2020-04-12,57,False
2020-04-19,36,False
2020-04-26,35,False
2020-05-03,0,False
2020-05-10,36,False
2020-05-17,0,True
