date,Grabgestaltung,isPartial
2018-01-07,8,False
2018-01-14,13,False
2018-01-21,9,False
2018-01-28,11,False
2018-02-04,12,False
2018-02-11,12,False
2018-02-18,16,False
2018-02-25,16,False
2018-03-04,28,False
2018-03-11,49,False
2018-03-18,40,False
2018-03-25,50,False
2018-04-01,59,False
2018-04-08,45,False
2018-04-15,34,False
2018-04-22,44,False
2018-04-29,43,False
2018-05-06,59,False
2018-05-13,51,False
2018-05-20,41,False
2018-05-27,30,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,15,False
2018-06-24,19,False
2018-07-01,14,False
2018-07-08,16,False
2018-07-15,20,False
2018-07-22,19,False
2018-07-29,24,False
2018-08-05,44,False
2018-08-12,21,False
2018-08-19,31,False
2018-08-26,28,False
2018-09-02,19,False
2018-09-09,42,False
2018-09-16,36,False
2018-09-23,37,False
2018-09-30,81,False
2018-10-07,100,False
2018-10-14,87,False
2018-10-21,71,False
2018-10-28,39,False
2018-11-04,13,False
2018-11-11,15,False
2018-11-18,11,False
2018-11-25,5,False
2018-12-02,9,False
2018-12-09,4,False
2018-12-16,7,False
2018-12-23,10,False
2018-12-30,16,False
2019-01-06,8,False
2019-01-13,8,False
2019-01-20,8,False
2019-01-27,6,False
2019-02-03,14,False
2019-02-10,14,False
2019-02-17,22,False
2019-02-24,25,False
2019-03-03,22,False
2019-03-10,26,False
2019-03-17,40,False
2019-03-24,54,False
2019-03-31,37,False
2019-04-07,28,False
2019-04-14,27,False
2019-04-21,24,False
2019-04-28,35,False
2019-05-05,35,False
2019-05-12,55,False
2019-05-19,61,False
2019-05-26,39,False
2019-06-02,18,False
2019-06-09,18,False
2019-06-16,19,False
2019-06-23,14,False
2019-06-30,10,False
2019-07-07,15,False
2019-07-14,9,False
2019-07-21,10,False
2019-07-28,17,False
2019-08-04,15,False
2019-08-11,16,False
2019-08-18,23,False
2019-08-25,18,False
2019-09-01,27,False
2019-09-08,33,False
2019-09-15,33,False
2019-09-22,29,False
2019-09-29,39,False
2019-10-06,65,False
2019-10-13,67,False
2019-10-20,74,False
2019-10-27,38,False
2019-11-03,18,False
2019-11-10,18,False
2019-11-17,12,False
2019-11-24,13,False
2019-12-01,6,False
2019-12-08,7,False
2019-12-15,5,False
2019-12-22,6,False
2019-12-29,13,False
2020-01-05,8,False
2020-01-12,10,False
2020-01-19,8,False
2020-01-26,6,False
2020-02-02,16,False
2020-02-09,16,False
2020-02-16,17,False
2020-02-23,11,False
2020-03-01,26,False
2020-03-08,28,False
2020-03-15,14,False
2020-03-22,17,False
2020-03-29,19,False
2020-04-05,28,False
2020-04-12,28,False
2020-04-19,31,False
2020-04-26,36,False
2020-05-03,42,False
2020-05-10,46,False
