date,house music,isPartial
2018-01-07,24,False
2018-01-14,25,False
2018-01-21,72,False
2018-01-28,70,False
2018-02-04,47,False
2018-02-11,0,False
2018-02-18,22,False
2018-02-25,42,False
2018-03-04,21,False
2018-03-11,32,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,24,False
2018-04-08,22,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,34,False
2018-05-06,21,False
2018-05-13,32,False
2018-05-20,22,False
2018-05-27,45,False
2018-06-03,23,False
2018-06-10,43,False
2018-06-17,85,False
2018-06-24,23,False
2018-07-01,45,False
2018-07-08,34,False
2018-07-15,34,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,52,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,21,False
2018-09-23,0,False
2018-09-30,21,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,64,False
2018-11-04,31,False
2018-11-11,21,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,20,False
2018-12-09,22,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,24,False
2019-01-13,47,False
2019-01-20,45,False
2019-01-27,41,False
2019-02-03,47,False
2019-02-10,35,False
2019-02-17,35,False
2019-02-24,0,False
2019-03-03,100,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,24,False
2019-04-07,0,False
2019-04-14,23,False
2019-04-21,27,False
2019-04-28,23,False
2019-05-05,21,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,22,False
2019-06-02,47,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,25,False
2019-07-07,23,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,27,False
2019-08-04,29,False
2019-08-11,47,False
2019-08-18,44,False
2019-08-25,26,False
2019-09-01,34,False
2019-09-08,47,False
2019-09-15,0,False
2019-09-22,23,False
2019-09-29,45,False
2019-10-06,0,False
2019-10-13,35,False
2019-10-20,57,False
2019-10-27,46,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,45,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,46,False
2019-12-15,0,False
2019-12-22,57,False
2019-12-29,41,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,43,False
2020-02-02,43,False
2020-02-09,44,False
2020-02-16,44,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,21,False
2020-03-15,21,False
2020-03-22,29,False
2020-03-29,20,False
2020-04-05,83,False
2020-04-12,63,False
2020-04-19,0,False
2020-04-26,0,True
