date,Sonnenschutz,isPartial
2018-01-07,16,False
2018-01-14,11,False
2018-01-21,16,False
2018-01-28,17,False
2018-02-04,12,False
2018-02-11,32,False
2018-02-18,21,False
2018-02-25,15,False
2018-03-04,16,False
2018-03-11,21,False
2018-03-18,16,False
2018-03-25,16,False
2018-04-01,34,False
2018-04-08,39,False
2018-04-15,73,False
2018-04-22,43,False
2018-04-29,67,False
2018-05-06,39,False
2018-05-13,21,False
2018-05-20,61,False
2018-05-27,77,False
2018-06-03,26,False
2018-06-10,35,False
2018-06-17,63,False
2018-06-24,21,False
2018-07-01,59,False
2018-07-08,27,False
2018-07-15,16,False
2018-07-22,27,False
2018-07-29,61,False
2018-08-05,37,False
2018-08-12,33,False
2018-08-19,52,False
2018-08-26,20,False
2018-09-02,15,False
2018-09-09,26,False
2018-09-16,15,False
2018-09-23,15,False
2018-09-30,21,False
2018-10-07,11,False
2018-10-14,11,False
2018-10-21,16,False
2018-10-28,16,False
2018-11-04,30,False
2018-11-11,10,False
2018-11-18,15,False
2018-11-25,20,False
2018-12-02,10,False
2018-12-09,20,False
2018-12-16,10,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,18,False
2019-01-13,14,False
2019-01-20,19,False
2019-01-27,38,False
2019-02-03,25,False
2019-02-10,14,False
2019-02-17,28,False
2019-02-24,57,False
2019-03-03,34,False
2019-03-10,14,False
2019-03-17,34,False
2019-03-24,43,False
2019-03-31,44,False
2019-04-07,29,False
2019-04-14,21,False
2019-04-21,35,False
2019-04-28,47,False
2019-05-05,14,False
2019-05-12,32,False
2019-05-19,18,False
2019-05-26,23,False
2019-06-02,82,False
2019-06-09,100,False
2019-06-16,98,False
2019-06-23,44,False
2019-06-30,25,False
2019-07-07,42,False
2019-07-14,25,False
2019-07-21,71,False
2019-07-28,34,False
2019-08-04,30,False
2019-08-11,10,False
2019-08-18,23,False
2019-08-25,22,False
2019-09-01,18,False
2019-09-08,23,False
2019-09-15,19,False
2019-09-22,9,False
2019-09-29,9,False
2019-10-06,41,False
2019-10-13,18,False
2019-10-20,0,False
2019-10-27,9,False
2019-11-03,26,False
2019-11-10,17,False
2019-11-17,30,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,9,False
2019-12-15,18,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,32,False
2020-01-12,24,False
2020-01-19,17,False
2020-01-26,16,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,25,False
2020-02-23,28,False
2020-03-01,28,False
2020-03-08,12,False
2020-03-15,11,False
2020-03-22,21,False
2020-03-29,14,False
2020-04-05,65,False
2020-04-12,40,False
2020-04-19,75,False
2020-04-26,29,False
2020-05-03,52,False
2020-05-10,29,False
2020-05-17,59,False
2020-05-24,37,False
2020-05-31,41,False
2020-06-07,46,False
2020-06-14,44,False
2020-06-21,48,False
2020-06-28,36,False
2020-07-05,86,False
