date,Sonnenschutz,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,22,False
2018-02-11,20,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,51,False
2018-03-11,32,False
2018-03-18,47,False
2018-03-25,23,False
2018-04-01,48,False
2018-04-08,24,False
2018-04-15,50,False
2018-04-22,49,False
2018-04-29,0,False
2018-05-06,50,False
2018-05-13,24,False
2018-05-20,51,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,50,False
2018-06-24,0,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,50,False
2018-07-29,26,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,26,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,0,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,23,False
2019-01-06,21,False
2019-01-13,21,False
2019-01-20,0,False
2019-01-27,21,False
2019-02-03,0,False
2019-02-10,22,False
2019-02-17,0,False
2019-02-24,21,False
2019-03-03,42,False
2019-03-10,43,False
2019-03-17,45,False
2019-03-24,55,False
2019-03-31,0,False
2019-04-07,45,False
2019-04-14,61,False
2019-04-21,60,False
2019-04-28,35,False
2019-05-05,0,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,72,False
2019-06-09,44,False
2019-06-16,0,False
2019-06-23,100,False
2019-06-30,70,False
2019-07-07,22,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,24,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,22,False
2019-08-25,23,False
2019-09-01,0,False
2019-09-08,22,False
2019-09-15,45,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,22,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,0,False
2020-01-26,19,False
2020-02-02,0,False
2020-02-09,37,False
2020-02-16,36,False
2020-02-23,17,False
2020-03-01,18,False
2020-03-08,34,False
2020-03-15,18,False
2020-03-22,17,False
2020-03-29,17,False
2020-04-05,77,False
2020-04-12,27,False
2020-04-19,36,False
2020-04-26,52,False
2020-05-03,18,False
2020-05-10,27,False
2020-05-17,59,False
2020-05-24,29,False
2020-05-31,28,False
2020-06-07,0,False
2020-06-14,18,False
2020-06-21,29,False
2020-06-28,28,False
2020-07-05,48,False
