date,Maler,isPartial
2018-01-07,76,False
2018-01-14,90,False
2018-01-21,66,False
2018-01-28,63,False
2018-02-04,66,False
2018-02-11,68,False
2018-02-18,66,False
2018-02-25,93,False
2018-03-04,88,False
2018-03-11,73,False
2018-03-18,68,False
2018-03-25,61,False
2018-04-01,81,False
2018-04-08,52,False
2018-04-15,83,False
2018-04-22,52,False
2018-04-29,60,False
2018-05-06,68,False
2018-05-13,72,False
2018-05-20,74,False
2018-05-27,47,False
2018-06-03,68,False
2018-06-10,78,False
2018-06-17,72,False
2018-06-24,72,False
2018-07-01,56,False
2018-07-08,60,False
2018-07-15,53,False
2018-07-22,66,False
2018-07-29,65,False
2018-08-05,56,False
2018-08-12,45,False
2018-08-19,68,False
2018-08-26,70,False
2018-09-02,43,False
2018-09-09,53,False
2018-09-16,59,False
2018-09-23,44,False
2018-09-30,65,False
2018-10-07,73,False
2018-10-14,98,False
2018-10-21,85,False
2018-10-28,52,False
2018-11-04,64,False
2018-11-11,62,False
2018-11-18,48,False
2018-11-25,53,False
2018-12-02,47,False
2018-12-09,100,False
2018-12-16,31,False
2018-12-23,59,False
2018-12-30,57,False
2019-01-06,58,False
2019-01-13,49,False
2019-01-20,64,False
2019-01-27,62,False
2019-02-03,64,False
2019-02-10,75,False
2019-02-17,69,False
2019-02-24,51,False
2019-03-03,64,False
2019-03-10,55,False
2019-03-17,91,False
2019-03-24,45,False
2019-03-31,57,False
2019-04-07,60,False
2019-04-14,54,False
2019-04-21,59,False
2019-04-28,49,False
2019-05-05,56,False
2019-05-12,65,False
2019-05-19,75,False
2019-05-26,48,False
2019-06-02,43,False
2019-06-09,31,False
2019-06-16,60,False
2019-06-23,81,False
2019-06-30,52,False
2019-07-07,74,False
2019-07-14,65,False
2019-07-21,48,False
2019-07-28,40,False
2019-08-04,35,False
2019-08-11,79,False
2019-08-18,50,False
2019-08-25,63,False
2019-09-01,62,False
2019-09-08,46,False
2019-09-15,55,False
2019-09-22,64,False
2019-09-29,65,False
2019-10-06,44,False
2019-10-13,53,False
2019-10-20,65,False
2019-10-27,78,False
2019-11-03,86,False
2019-11-10,60,False
2019-11-17,57,False
2019-11-24,45,False
2019-12-01,60,False
2019-12-08,63,False
2019-12-15,63,False
2019-12-22,51,False
2019-12-29,70,False
2020-01-05,69,False
2020-01-12,77,False
2020-01-19,56,False
2020-01-26,58,False
2020-02-02,86,False
2020-02-09,88,False
2020-02-16,65,False
2020-02-23,77,False
2020-03-01,77,False
2020-03-08,51,False
2020-03-15,66,False
2020-03-22,48,False
2020-03-29,61,False
2020-04-05,55,False
2020-04-12,48,False
2020-04-19,80,False
2020-04-26,85,False
2020-05-03,65,False
2020-05-10,55,False
2020-05-17,43,True
