date,film matrimonio,isPartial
2018-01-07,18,False
2018-01-14,18,False
2018-01-21,0,False
2018-01-28,17,False
2018-02-04,33,False
2018-02-11,17,False
2018-02-18,17,False
2018-02-25,42,False
2018-03-04,0,False
2018-03-11,35,False
2018-03-18,36,False
2018-03-25,0,False
2018-04-01,19,False
2018-04-08,26,False
2018-04-15,19,False
2018-04-22,66,False
2018-04-29,36,False
2018-05-06,27,False
2018-05-13,99,False
2018-05-20,63,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,70,False
2018-06-17,38,False
2018-06-24,20,False
2018-07-01,29,False
2018-07-08,48,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,43,False
2018-08-05,24,False
2018-08-12,27,False
2018-08-19,24,False
2018-08-26,42,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,19,False
2018-09-30,29,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,19,False
2018-10-28,38,False
2018-11-04,35,False
2018-11-11,55,False
2018-11-18,35,False
2018-11-25,35,False
2018-12-02,18,False
2018-12-09,36,False
2018-12-16,38,False
2018-12-23,43,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,50,False
2019-01-27,16,False
2019-02-03,33,False
2019-02-10,16,False
2019-02-17,17,False
2019-02-24,17,False
2019-03-03,18,False
2019-03-10,26,False
2019-03-17,18,False
2019-03-24,52,False
2019-03-31,34,False
2019-04-07,17,False
2019-04-14,0,False
2019-04-21,19,False
2019-04-28,18,False
2019-05-05,17,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,33,False
2019-06-02,34,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,26,False
2019-06-30,35,False
2019-07-07,26,False
2019-07-14,18,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,100,False
2019-08-11,45,False
2019-08-18,20,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,17,False
2019-09-15,16,False
2019-09-22,17,False
2019-09-29,0,False
2019-10-06,25,False
2019-10-13,65,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,0,False
2019-11-10,16,False
2019-11-17,15,False
2019-11-24,23,False
2019-12-01,32,False
2019-12-08,49,False
2019-12-15,32,False
2019-12-22,36,False
2019-12-29,26,False
2020-01-05,30,False
2020-01-12,14,False
2020-01-19,22,False
2020-01-26,22,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,29,False
2020-02-23,27,False
2020-03-01,14,False
2020-03-08,52,False
2020-03-15,40,False
2020-03-22,19,False
2020-03-29,39,False
2020-04-05,27,False
2020-04-12,21,False
2020-04-19,39,False
2020-04-26,44,True
