date,film matrimonio,isPartial
2018-01-07,47,False
2018-01-14,38,False
2018-01-21,19,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,57,False
2018-02-18,38,False
2018-02-25,29,False
2018-03-04,0,False
2018-03-11,20,False
2018-03-18,80,False
2018-03-25,32,False
2018-04-01,22,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,20,False
2018-05-06,41,False
2018-05-13,100,False
2018-05-20,61,False
2018-05-27,21,False
2018-06-03,42,False
2018-06-10,37,False
2018-06-17,39,False
2018-06-24,19,False
2018-07-01,40,False
2018-07-08,20,False
2018-07-15,20,False
2018-07-22,29,False
2018-07-29,19,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,44,False
2018-08-26,74,False
2018-09-02,19,False
2018-09-09,29,False
2018-09-16,28,False
2018-09-23,37,False
2018-09-30,19,False
2018-10-07,98,False
2018-10-14,40,False
2018-10-21,60,False
2018-10-28,39,False
2018-11-04,40,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,50,False
2018-12-02,54,False
2018-12-09,21,False
2018-12-16,54,False
2018-12-23,23,False
2018-12-30,80,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,18,False
2019-01-27,19,False
2019-02-03,18,False
2019-02-10,37,False
2019-02-17,28,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,38,False
2019-03-31,19,False
2019-04-07,0,False
2019-04-14,30,False
2019-04-21,21,False
2019-04-28,38,False
2019-05-05,19,False
2019-05-12,18,False
2019-05-19,19,False
2019-05-26,71,False
2019-06-02,19,False
2019-06-09,40,False
2019-06-16,41,False
2019-06-23,49,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,76,False
2019-07-21,30,False
2019-07-28,39,False
2019-08-04,38,False
2019-08-11,59,False
2019-08-18,18,False
2019-08-25,26,False
2019-09-01,17,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,18,False
2019-09-29,0,False
2019-10-06,36,False
2019-10-13,19,False
2019-10-20,18,False
2019-10-27,65,False
2019-11-03,18,False
2019-11-10,0,False
2019-11-17,75,False
2019-11-24,19,False
2019-12-01,48,False
2019-12-08,29,False
2019-12-15,49,False
2019-12-22,42,False
2019-12-29,30,False
2020-01-05,37,False
2020-01-12,27,False
2020-01-19,18,False
2020-01-26,36,False
2020-02-02,52,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,35,False
2020-03-01,50,False
2020-03-08,31,False
2020-03-15,23,False
2020-03-22,50,False
2020-03-29,51,False
2020-04-05,31,False
2020-04-12,39,False
2020-04-19,29,False
2020-04-26,0,True
