date,Enthärtungsanlage,isPartial
2018-01-07,21,False
2018-01-14,41,False
2018-01-21,49,False
2018-01-28,21,False
2018-02-04,55,False
2018-02-11,50,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,21,False
2018-03-18,36,False
2018-03-25,34,False
2018-04-01,45,False
2018-04-08,28,False
2018-04-15,88,False
2018-04-22,56,False
2018-04-29,33,False
2018-05-06,44,False
2018-05-13,21,False
2018-05-20,52,False
2018-05-27,42,False
2018-06-03,21,False
2018-06-10,41,False
2018-06-17,48,False
2018-06-24,21,False
2018-07-01,53,False
2018-07-08,20,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,68,False
2018-08-05,23,False
2018-08-12,52,False
2018-08-19,44,False
2018-08-26,29,False
2018-09-02,36,False
2018-09-09,32,False
2018-09-16,36,False
2018-09-23,87,False
2018-09-30,51,False
2018-10-07,36,False
2018-10-14,44,False
2018-10-21,44,False
2018-10-28,71,False
2018-11-04,61,False
2018-11-11,42,False
2018-11-18,74,False
2018-11-25,27,False
2018-12-02,41,False
2018-12-09,31,False
2018-12-16,28,False
2018-12-23,48,False
2018-12-30,22,False
2019-01-06,46,False
2019-01-13,58,False
2019-01-20,29,False
2019-01-27,32,False
2019-02-03,26,False
2019-02-10,67,False
2019-02-17,40,False
2019-02-24,31,False
2019-03-03,0,False
2019-03-10,39,False
2019-03-17,51,False
2019-03-24,41,False
2019-03-31,40,False
2019-04-07,41,False
2019-04-14,33,False
2019-04-21,54,False
2019-04-28,41,False
2019-05-05,39,False
2019-05-12,41,False
2019-05-19,20,False
2019-05-26,21,False
2019-06-02,0,False
2019-06-09,41,False
2019-06-16,62,False
2019-06-23,41,False
2019-06-30,33,False
2019-07-07,30,False
2019-07-14,35,False
2019-07-21,69,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,28,False
2019-08-18,84,False
2019-08-25,20,False
2019-09-01,100,False
2019-09-08,20,False
2019-09-15,20,False
2019-09-22,33,False
2019-09-29,40,False
2019-10-06,39,False
2019-10-13,59,False
2019-10-20,30,False
2019-10-27,26,False
2019-11-03,56,False
2019-11-10,44,False
2019-11-17,62,False
2019-11-24,48,False
2019-12-01,56,False
2019-12-08,62,False
2019-12-15,63,False
2019-12-22,29,False
2019-12-29,31,False
2020-01-05,54,False
2020-01-12,35,False
2020-01-19,48,False
2020-01-26,36,False
2020-02-02,41,False
2020-02-09,63,False
2020-02-16,42,False
2020-02-23,52,False
2020-03-01,23,False
2020-03-08,57,False
2020-03-15,33,False
2020-03-22,32,False
2020-03-29,48,False
2020-04-05,79,False
2020-04-12,17,False
2020-04-19,16,False
2020-04-26,37,False
2020-05-03,27,False
2020-05-10,49,False
