date,Mauer Bauen,isPartial
2018-01-07,26,False
2018-01-14,26,False
2018-01-21,39,False
2018-01-28,26,False
2018-02-04,27,False
2018-02-11,0,False
2018-02-18,41,False
2018-02-25,27,False
2018-03-04,55,False
2018-03-11,27,False
2018-03-18,41,False
2018-03-25,29,False
2018-04-01,45,False
2018-04-08,28,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,47,False
2018-05-06,43,False
2018-05-13,36,False
2018-05-20,43,False
2018-05-27,29,False
2018-06-03,27,False
2018-06-10,52,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,26,False
2018-07-08,0,False
2018-07-15,52,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,0,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,29,False
2018-09-02,85,False
2018-09-09,27,False
2018-09-16,28,False
2018-09-23,55,False
2018-09-30,27,False
2018-10-07,36,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,26,False
2018-11-11,26,False
2018-11-18,38,False
2018-11-25,52,False
2018-12-02,0,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,94,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,48,False
2019-01-20,33,False
2019-01-27,25,False
2019-02-03,37,False
2019-02-10,25,False
2019-02-17,34,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,0,False
2019-03-17,80,False
2019-03-24,66,False
2019-03-31,45,False
2019-04-07,77,False
2019-04-14,28,False
2019-04-21,27,False
2019-04-28,39,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,100,False
2019-05-26,44,False
2019-06-02,26,False
2019-06-09,81,False
2019-06-16,53,False
2019-06-23,39,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,34,False
2019-07-21,53,False
2019-07-28,26,False
2019-08-04,54,False
2019-08-11,55,False
2019-08-18,56,False
2019-08-25,54,False
2019-09-01,51,False
2019-09-08,25,False
2019-09-15,38,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,24,False
2019-10-13,49,False
2019-10-20,24,False
2019-10-27,24,False
2019-11-03,47,False
2019-11-10,24,False
2019-11-17,24,False
2019-11-24,23,False
2019-12-01,37,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,23,False
2020-01-12,34,False
2020-01-19,23,False
2020-01-26,34,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,0,False
2020-02-23,34,False
2020-03-01,45,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,48,False
2020-04-05,34,False
2020-04-12,29,False
2020-04-19,28,False
2020-04-26,42,False
2020-05-03,28,False
2020-05-10,53,False
