date,corso di fotografia,isPartial
2018-01-07,32,False
2018-01-14,42,False
2018-01-21,41,False
2018-01-28,51,False
2018-02-04,62,False
2018-02-11,41,False
2018-02-18,40,False
2018-02-25,39,False
2018-03-04,58,False
2018-03-11,29,False
2018-03-18,40,False
2018-03-25,62,False
2018-04-01,22,False
2018-04-08,30,False
2018-04-15,20,False
2018-04-22,0,False
2018-04-29,21,False
2018-05-06,100,False
2018-05-13,39,False
2018-05-20,30,False
2018-05-27,40,False
2018-06-03,40,False
2018-06-10,30,False
2018-06-17,21,False
2018-06-24,21,False
2018-07-01,51,False
2018-07-08,21,False
2018-07-15,42,False
2018-07-22,21,False
2018-07-29,45,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,27,False
2018-08-26,22,False
2018-09-02,68,False
2018-09-09,38,False
2018-09-16,47,False
2018-09-23,58,False
2018-09-30,19,False
2018-10-07,68,False
2018-10-14,29,False
2018-10-21,38,False
2018-10-28,39,False
2018-11-04,37,False
2018-11-11,19,False
2018-11-18,37,False
2018-11-25,19,False
2018-12-02,29,False
2018-12-09,47,False
2018-12-16,39,False
2018-12-23,70,False
2018-12-30,45,False
2019-01-06,29,False
2019-01-13,37,False
2019-01-20,56,False
2019-01-27,46,False
2019-02-03,38,False
2019-02-10,37,False
2019-02-17,76,False
2019-02-24,39,False
2019-03-03,58,False
2019-03-10,0,False
2019-03-17,59,False
2019-03-24,40,False
2019-03-31,20,False
2019-04-07,29,False
2019-04-14,20,False
2019-04-21,22,False
2019-04-28,20,False
2019-05-05,19,False
2019-05-12,0,False
2019-05-19,38,False
2019-05-26,18,False
2019-06-02,40,False
2019-06-09,39,False
2019-06-16,39,False
2019-06-23,20,False
2019-06-30,40,False
2019-07-07,20,False
2019-07-14,31,False
2019-07-21,21,False
2019-07-28,0,False
2019-08-04,47,False
2019-08-11,80,False
2019-08-18,62,False
2019-08-25,33,False
2019-09-01,56,False
2019-09-08,38,False
2019-09-15,55,False
2019-09-22,36,False
2019-09-29,55,False
2019-10-06,37,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,45,False
2019-11-03,35,False
2019-11-10,18,False
2019-11-17,26,False
2019-11-24,17,False
2019-12-01,27,False
2019-12-08,46,False
2019-12-15,0,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,36,False
2020-01-12,17,False
2020-01-19,34,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,24,False
2020-03-01,16,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,23,False
2020-04-05,16,False
2020-04-12,33,False
2020-04-19,0,False
2020-04-26,27,True
