date,corso di fotografia,isPartial
2018-01-07,26,False
2018-01-14,0,False
2018-01-21,64,False
2018-01-28,0,False
2018-02-04,25,False
2018-02-11,0,False
2018-02-18,24,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,53,False
2018-04-01,0,False
2018-04-08,52,False
2018-04-15,39,False
2018-04-22,27,False
2018-04-29,26,False
2018-05-06,0,False
2018-05-13,52,False
2018-05-20,52,False
2018-05-27,0,False
2018-06-03,52,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,29,False
2018-08-12,31,False
2018-08-19,28,False
2018-08-26,26,False
2018-09-02,75,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,36,False
2018-11-11,0,False
2018-11-18,49,False
2018-11-25,25,False
2018-12-02,52,False
2018-12-09,0,False
2018-12-16,55,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,27,False
2019-01-13,37,False
2019-01-20,100,False
2019-01-27,25,False
2019-02-03,25,False
2019-02-10,25,False
2019-02-17,0,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,26,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,53,False
2019-04-21,29,False
2019-04-28,40,False
2019-05-05,0,False
2019-05-12,36,False
2019-05-19,24,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,26,False
2019-08-04,28,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,46,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,47,False
2019-12-15,24,False
2019-12-22,57,False
2019-12-29,27,False
2020-01-05,46,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,0,False
2020-02-02,21,False
2020-02-09,22,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,0,True
