date,corso di fotografia,isPartial
2018-01-07,47,False
2018-01-14,24,False
2018-01-21,46,False
2018-01-28,34,False
2018-02-04,23,False
2018-02-11,22,False
2018-02-18,41,False
2018-02-25,41,False
2018-03-04,21,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,21,False
2018-04-15,32,False
2018-04-22,23,False
2018-04-29,0,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,42,False
2018-05-27,22,False
2018-06-03,22,False
2018-06-10,51,False
2018-06-17,41,False
2018-06-24,22,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,44,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,24,False
2018-08-12,28,False
2018-08-19,29,False
2018-08-26,37,False
2018-09-02,21,False
2018-09-09,21,False
2018-09-16,20,False
2018-09-23,31,False
2018-09-30,31,False
2018-10-07,63,False
2018-10-14,21,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,59,False
2018-11-11,41,False
2018-11-18,20,False
2018-11-25,21,False
2018-12-02,19,False
2018-12-09,54,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,24,False
2019-01-13,22,False
2019-01-20,22,False
2019-01-27,20,False
2019-02-03,45,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,0,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,72,False
2019-03-24,23,False
2019-03-31,23,False
2019-04-07,43,False
2019-04-14,23,False
2019-04-21,0,False
2019-04-28,22,False
2019-05-05,51,False
2019-05-12,55,False
2019-05-19,0,False
2019-05-26,65,False
2019-06-02,45,False
2019-06-09,45,False
2019-06-16,24,False
2019-06-23,24,False
2019-06-30,0,False
2019-07-07,34,False
2019-07-14,25,False
2019-07-21,24,False
2019-07-28,52,False
2019-08-04,0,False
2019-08-11,30,False
2019-08-18,28,False
2019-08-25,37,False
2019-09-01,22,False
2019-09-08,46,False
2019-09-15,0,False
2019-09-22,43,False
2019-09-29,22,False
2019-10-06,34,False
2019-10-13,56,False
2019-10-20,22,False
2019-10-27,33,False
2019-11-03,42,False
2019-11-10,21,False
2019-11-17,43,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,33,False
2019-12-15,23,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,20,False
2020-01-19,32,False
2020-01-26,21,False
2020-02-02,51,False
2020-02-09,0,False
2020-02-16,31,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,37,False
2020-03-29,29,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,100,True
