date,Ricamo,isPartial
2018-01-07,35,False
2018-01-14,48,False
2018-01-21,35,False
2018-01-28,34,False
2018-02-04,23,False
2018-02-11,47,False
2018-02-18,60,False
2018-02-25,95,False
2018-03-04,60,False
2018-03-11,24,False
2018-03-18,25,False
2018-03-25,25,False
2018-04-01,53,False
2018-04-08,25,False
2018-04-15,13,False
2018-04-22,13,False
2018-04-29,52,False
2018-05-06,13,False
2018-05-13,50,False
2018-05-20,50,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,61,False
2018-06-17,63,False
2018-06-24,50,False
2018-07-01,74,False
2018-07-08,50,False
2018-07-15,25,False
2018-07-22,51,False
2018-07-29,13,False
2018-08-05,39,False
2018-08-12,42,False
2018-08-19,26,False
2018-08-26,36,False
2018-09-02,36,False
2018-09-09,37,False
2018-09-16,24,False
2018-09-23,88,False
2018-09-30,37,False
2018-10-07,52,False
2018-10-14,13,False
2018-10-21,38,False
2018-10-28,48,False
2018-11-04,0,False
2018-11-11,38,False
2018-11-18,100,False
2018-11-25,38,False
2018-12-02,26,False
2018-12-09,27,False
2018-12-16,27,False
2018-12-23,30,False
2018-12-30,40,False
2019-01-06,25,False
2019-01-13,48,False
2019-01-20,58,False
2019-01-27,11,False
2019-02-03,23,False
2019-02-10,35,False
2019-02-17,36,False
2019-02-24,35,False
2019-03-03,36,False
2019-03-10,36,False
2019-03-17,74,False
2019-03-24,62,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,61,False
2019-04-21,37,False
2019-04-28,12,False
2019-05-05,11,False
2019-05-12,22,False
2019-05-19,45,False
2019-05-26,33,False
2019-06-02,36,False
2019-06-09,48,False
2019-06-16,36,False
2019-06-23,49,False
2019-06-30,12,False
2019-07-07,36,False
2019-07-14,51,False
2019-07-21,37,False
2019-07-28,37,False
2019-08-04,52,False
2019-08-11,43,False
2019-08-18,38,False
2019-08-25,12,False
2019-09-01,56,False
2019-09-08,47,False
2019-09-15,59,False
2019-09-22,59,False
2019-09-29,11,False
2019-10-06,57,False
2019-10-13,46,False
2019-10-20,79,False
2019-10-27,56,False
2019-11-03,33,False
2019-11-10,33,False
2019-11-17,76,False
2019-11-24,33,False
2019-12-01,34,False
2019-12-08,34,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,62,False
2020-01-05,22,False
2020-01-12,0,False
2020-01-19,64,False
2020-01-26,10,False
2020-02-02,11,False
2020-02-09,53,False
2020-02-16,21,False
2020-02-23,10,False
2020-03-01,30,False
2020-03-08,48,False
2020-03-15,38,False
2020-03-22,45,False
2020-03-29,46,False
2020-04-05,77,False
2020-04-12,39,False
2020-04-19,47,False
2020-04-26,48,True
