date,Ricamo,isPartial
2018-01-07,84,False
2018-01-14,35,False
2018-01-21,60,False
2018-01-28,36,False
2018-02-04,23,False
2018-02-11,34,False
2018-02-18,45,False
2018-02-25,79,False
2018-03-04,69,False
2018-03-11,72,False
2018-03-18,47,False
2018-03-25,25,False
2018-04-01,39,False
2018-04-08,24,False
2018-04-15,24,False
2018-04-22,75,False
2018-04-29,51,False
2018-05-06,24,False
2018-05-13,73,False
2018-05-20,49,False
2018-05-27,0,False
2018-06-03,38,False
2018-06-10,70,False
2018-06-17,35,False
2018-06-24,71,False
2018-07-01,0,False
2018-07-08,57,False
2018-07-15,36,False
2018-07-22,22,False
2018-07-29,21,False
2018-08-05,20,False
2018-08-12,34,False
2018-08-19,25,False
2018-08-26,50,False
2018-09-02,59,False
2018-09-09,51,False
2018-09-16,38,False
2018-09-23,49,False
2018-09-30,71,False
2018-10-07,51,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,26,False
2018-11-18,50,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,26,False
2018-12-16,53,False
2018-12-23,0,False
2018-12-30,76,False
2019-01-06,74,False
2019-01-13,25,False
2019-01-20,35,False
2019-01-27,23,False
2019-02-03,82,False
2019-02-10,36,False
2019-02-17,49,False
2019-02-24,24,False
2019-03-03,51,False
2019-03-10,96,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,26,False
2019-04-21,77,False
2019-04-28,62,False
2019-05-05,62,False
2019-05-12,49,False
2019-05-19,99,False
2019-05-26,0,False
2019-06-02,37,False
2019-06-09,26,False
2019-06-16,25,False
2019-06-23,37,False
2019-06-30,38,False
2019-07-07,49,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,34,False
2019-08-04,21,False
2019-08-11,0,False
2019-08-18,29,False
2019-08-25,49,False
2019-09-01,0,False
2019-09-08,75,False
2019-09-15,38,False
2019-09-22,37,False
2019-09-29,25,False
2019-10-06,50,False
2019-10-13,26,False
2019-10-20,62,False
2019-10-27,25,False
2019-11-03,36,False
2019-11-10,50,False
2019-11-17,25,False
2019-11-24,24,False
2019-12-01,25,False
2019-12-08,25,False
2019-12-15,51,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,24,False
2020-01-12,67,False
2020-01-19,0,False
2020-01-26,34,False
2020-02-02,100,False
2020-02-09,35,False
2020-02-16,46,False
2020-02-23,42,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,18,False
2020-03-22,34,False
2020-03-29,71,False
2020-04-05,19,False
2020-04-12,79,False
2020-04-19,45,False
2020-04-26,48,True
