date,Ricamo,isPartial
2018-01-07,32,False
2018-01-14,21,False
2018-01-21,31,False
2018-01-28,52,False
2018-02-04,42,False
2018-02-11,21,False
2018-02-18,31,False
2018-02-25,20,False
2018-03-04,20,False
2018-03-11,41,False
2018-03-18,41,False
2018-03-25,53,False
2018-04-01,22,False
2018-04-08,40,False
2018-04-15,43,False
2018-04-22,22,False
2018-04-29,20,False
2018-05-06,20,False
2018-05-13,71,False
2018-05-20,30,False
2018-05-27,40,False
2018-06-03,39,False
2018-06-10,27,False
2018-06-17,19,False
2018-06-24,0,False
2018-07-01,16,False
2018-07-08,17,False
2018-07-15,0,False
2018-07-22,49,False
2018-07-29,16,False
2018-08-05,15,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,68,False
2018-09-02,57,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,17,False
2018-09-30,56,False
2018-10-07,39,False
2018-10-14,30,False
2018-10-21,42,False
2018-10-28,41,False
2018-11-04,81,False
2018-11-11,32,False
2018-11-18,51,False
2018-11-25,31,False
2018-12-02,63,False
2018-12-09,21,False
2018-12-16,23,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,31,False
2019-01-20,20,False
2019-01-27,20,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,32,False
2019-02-24,41,False
2019-03-03,66,False
2019-03-10,31,False
2019-03-17,43,False
2019-03-24,22,False
2019-03-31,21,False
2019-04-07,31,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,21,False
2019-05-05,20,False
2019-05-12,30,False
2019-05-19,60,False
2019-05-26,57,False
2019-06-02,40,False
2019-06-09,38,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,28,False
2019-07-07,0,False
2019-07-14,18,False
2019-07-21,27,False
2019-07-28,17,False
2019-08-04,17,False
2019-08-11,24,False
2019-08-18,22,False
2019-08-25,38,False
2019-09-01,16,False
2019-09-08,100,False
2019-09-15,35,False
2019-09-22,26,False
2019-09-29,18,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,45,False
2019-10-27,19,False
2019-11-03,27,False
2019-11-10,45,False
2019-11-17,18,False
2019-11-24,43,False
2019-12-01,44,False
2019-12-08,19,False
2019-12-15,37,False
2019-12-22,21,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,16,False
2020-01-26,42,False
2020-02-02,49,False
2020-02-09,34,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,31,False
2020-03-08,22,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,51,False
2020-04-05,54,False
2020-04-12,30,False
2020-04-19,36,False
2020-04-26,25,True
