date,ricamo,isPartial
2018-01-07,69,False
2018-01-14,23,False
2018-01-21,57,False
2018-01-28,34,False
2018-02-04,32,False
2018-02-11,22,False
2018-02-18,43,False
2018-02-25,43,False
2018-03-04,66,False
2018-03-11,68,False
2018-03-18,67,False
2018-03-25,0,False
2018-04-01,50,False
2018-04-08,23,False
2018-04-15,23,False
2018-04-22,0,False
2018-04-29,73,False
2018-05-06,46,False
2018-05-13,58,False
2018-05-20,47,False
2018-05-27,0,False
2018-06-03,47,False
2018-06-10,100,False
2018-06-17,55,False
2018-06-24,56,False
2018-07-01,47,False
2018-07-08,43,False
2018-07-15,45,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,19,False
2018-08-12,32,False
2018-08-19,32,False
2018-08-26,48,False
2018-09-02,45,False
2018-09-09,48,False
2018-09-16,49,False
2018-09-23,47,False
2018-09-30,45,False
2018-10-07,49,False
2018-10-14,24,False
2018-10-21,35,False
2018-10-28,23,False
2018-11-04,46,False
2018-11-11,24,False
2018-11-18,48,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,51,False
2018-12-23,0,False
2018-12-30,49,False
2019-01-06,59,False
2019-01-13,0,False
2019-01-20,33,False
2019-01-27,46,False
2019-02-03,45,False
2019-02-10,22,False
2019-02-17,58,False
2019-02-24,23,False
2019-03-03,49,False
2019-03-10,69,False
2019-03-17,24,False
2019-03-24,23,False
2019-03-31,35,False
2019-04-07,24,False
2019-04-14,100,False
2019-04-21,73,False
2019-04-28,70,False
2019-05-05,59,False
2019-05-12,69,False
2019-05-19,0,False
2019-05-26,44,False
2019-06-02,48,False
2019-06-09,0,False
2019-06-16,24,False
2019-06-23,46,False
2019-06-30,24,False
2019-07-07,46,False
2019-07-14,45,False
2019-07-21,23,False
2019-07-28,43,False
2019-08-04,79,False
2019-08-11,19,False
2019-08-18,19,False
2019-08-25,74,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,36,False
2019-09-22,23,False
2019-09-29,48,False
2019-10-06,48,False
2019-10-13,37,False
2019-10-20,72,False
2019-10-27,24,False
2019-11-03,46,False
2019-11-10,47,False
2019-11-17,24,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,23,False
2020-01-12,43,False
2020-01-19,44,False
2020-01-26,32,False
2020-02-02,95,False
2020-02-09,45,False
2020-02-16,33,False
2020-02-23,81,False
2020-03-01,50,False
2020-03-08,36,False
2020-03-15,26,False
2020-03-22,40,False
2020-03-29,77,False
2020-04-05,36,False
2020-04-12,94,False
2020-04-19,34,False
2020-04-26,76,True
