date,ricamo,isPartial
2018-01-07,15,False
2018-01-14,46,False
2018-01-21,30,False
2018-01-28,30,False
2018-02-04,44,False
2018-02-11,90,False
2018-02-18,87,False
2018-02-25,14,False
2018-03-04,44,False
2018-03-11,30,False
2018-03-18,29,False
2018-03-25,47,False
2018-04-01,48,False
2018-04-08,15,False
2018-04-15,15,False
2018-04-22,0,False
2018-04-29,31,False
2018-05-06,31,False
2018-05-13,15,False
2018-05-20,31,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,14,False
2018-06-17,44,False
2018-06-24,44,False
2018-07-01,30,False
2018-07-08,15,False
2018-07-15,30,False
2018-07-22,43,False
2018-07-29,29,False
2018-08-05,0,False
2018-08-12,26,False
2018-08-19,0,False
2018-08-26,13,False
2018-09-02,28,False
2018-09-09,15,False
2018-09-16,30,False
2018-09-23,15,False
2018-09-30,15,False
2018-10-07,16,False
2018-10-14,31,False
2018-10-21,0,False
2018-10-28,15,False
2018-11-04,15,False
2018-11-11,63,False
2018-11-18,46,False
2018-11-25,60,False
2018-12-02,16,False
2018-12-09,31,False
2018-12-16,31,False
2018-12-23,100,False
2018-12-30,30,False
2019-01-06,59,False
2019-01-13,29,False
2019-01-20,41,False
2019-01-27,27,False
2019-02-03,0,False
2019-02-10,41,False
2019-02-17,57,False
2019-02-24,56,False
2019-03-03,44,False
2019-03-10,42,False
2019-03-17,44,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,29,False
2019-04-21,0,False
2019-04-28,27,False
2019-05-05,14,False
2019-05-12,54,False
2019-05-19,0,False
2019-05-26,13,False
2019-06-02,0,False
2019-06-09,44,False
2019-06-16,29,False
2019-06-23,43,False
2019-06-30,28,False
2019-07-07,80,False
2019-07-14,14,False
2019-07-21,42,False
2019-07-28,13,False
2019-08-04,54,False
2019-08-11,28,False
2019-08-18,67,False
2019-08-25,27,False
2019-09-01,0,False
2019-09-08,52,False
2019-09-15,13,False
2019-09-22,26,False
2019-09-29,0,False
2019-10-06,40,False
2019-10-13,13,False
2019-10-20,53,False
2019-10-27,13,False
2019-11-03,26,False
2019-11-10,26,False
2019-11-17,26,False
2019-11-24,13,False
2019-12-01,40,False
2019-12-08,27,False
2019-12-15,0,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,13,False
2020-01-12,37,False
2020-01-19,38,False
2020-01-26,25,False
2020-02-02,60,False
2020-02-09,63,False
2020-02-16,13,False
2020-02-23,24,False
2020-03-01,35,False
2020-03-08,22,False
2020-03-15,31,False
2020-03-22,29,False
2020-03-29,30,False
2020-04-05,54,False
2020-04-12,75,False
2020-04-19,30,False
2020-04-26,36,True
