date,Ricamo,isPartial
2018-01-07,43,False
2018-01-14,33,False
2018-01-21,54,False
2018-01-28,42,False
2018-02-04,21,False
2018-02-11,22,False
2018-02-18,21,False
2018-02-25,61,False
2018-03-04,21,False
2018-03-11,20,False
2018-03-18,21,False
2018-03-25,22,False
2018-04-01,69,False
2018-04-08,64,False
2018-04-15,22,False
2018-04-22,22,False
2018-04-29,43,False
2018-05-06,31,False
2018-05-13,52,False
2018-05-20,0,False
2018-05-27,21,False
2018-06-03,74,False
2018-06-10,20,False
2018-06-17,21,False
2018-06-24,0,False
2018-07-01,51,False
2018-07-08,41,False
2018-07-15,21,False
2018-07-22,21,False
2018-07-29,0,False
2018-08-05,86,False
2018-08-12,47,False
2018-08-19,33,False
2018-08-26,0,False
2018-09-02,21,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,32,False
2018-09-30,42,False
2018-10-07,32,False
2018-10-14,22,False
2018-10-21,21,False
2018-10-28,41,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,22,False
2018-12-09,32,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,23,False
2019-01-06,42,False
2019-01-13,28,False
2019-01-20,54,False
2019-01-27,36,False
2019-02-03,19,False
2019-02-10,37,False
2019-02-17,0,False
2019-02-24,19,False
2019-03-03,47,False
2019-03-10,0,False
2019-03-17,37,False
2019-03-24,48,False
2019-03-31,37,False
2019-04-07,56,False
2019-04-14,20,False
2019-04-21,40,False
2019-04-28,18,False
2019-05-05,0,False
2019-05-12,18,False
2019-05-19,53,False
2019-05-26,17,False
2019-06-02,56,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,38,False
2019-06-30,56,False
2019-07-07,36,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,100,False
2019-08-04,41,False
2019-08-11,22,False
2019-08-18,20,False
2019-08-25,0,False
2019-09-01,18,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,17,False
2019-09-29,25,False
2019-10-06,18,False
2019-10-13,17,False
2019-10-20,35,False
2019-10-27,17,False
2019-11-03,32,False
2019-11-10,17,False
2019-11-17,99,False
2019-11-24,25,False
2019-12-01,17,False
2019-12-08,26,False
2019-12-15,18,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,19,False
2020-01-12,17,False
2020-01-19,34,False
2020-01-26,32,False
2020-02-02,16,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,15,False
2020-03-08,29,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,29,False
2020-04-05,15,False
2020-04-12,15,False
2020-04-19,22,False
2020-04-26,37,True
