date,Ricamo,isPartial
2018-01-07,27,False
2018-01-14,35,False
2018-01-21,50,False
2018-01-28,69,False
2018-02-04,83,False
2018-02-11,53,False
2018-02-18,44,False
2018-02-25,51,False
2018-03-04,43,False
2018-03-11,35,False
2018-03-18,63,False
2018-03-25,28,False
2018-04-01,19,False
2018-04-08,35,False
2018-04-15,56,False
2018-04-22,38,False
2018-04-29,55,False
2018-05-06,18,False
2018-05-13,36,False
2018-05-20,36,False
2018-05-27,36,False
2018-06-03,63,False
2018-06-10,53,False
2018-06-17,57,False
2018-06-24,60,False
2018-07-01,59,False
2018-07-08,29,False
2018-07-15,81,False
2018-07-22,0,False
2018-07-29,43,False
2018-08-05,71,False
2018-08-12,53,False
2018-08-19,37,False
2018-08-26,42,False
2018-09-02,60,False
2018-09-09,29,False
2018-09-16,67,False
2018-09-23,87,False
2018-09-30,19,False
2018-10-07,29,False
2018-10-14,88,False
2018-10-21,57,False
2018-10-28,66,False
2018-11-04,54,False
2018-11-11,46,False
2018-11-18,70,False
2018-11-25,36,False
2018-12-02,64,False
2018-12-09,73,False
2018-12-16,19,False
2018-12-23,22,False
2018-12-30,40,False
2019-01-06,36,False
2019-01-13,88,False
2019-01-20,75,False
2019-01-27,41,False
2019-02-03,58,False
2019-02-10,66,False
2019-02-17,34,False
2019-02-24,0,False
2019-03-03,54,False
2019-03-10,79,False
2019-03-17,35,False
2019-03-24,17,False
2019-03-31,25,False
2019-04-07,67,False
2019-04-14,18,False
2019-04-21,29,False
2019-04-28,27,False
2019-05-05,52,False
2019-05-12,34,False
2019-05-19,51,False
2019-05-26,33,False
2019-06-02,51,False
2019-06-09,42,False
2019-06-16,35,False
2019-06-23,62,False
2019-06-30,35,False
2019-07-07,62,False
2019-07-14,90,False
2019-07-21,47,False
2019-07-28,19,False
2019-08-04,20,False
2019-08-11,45,False
2019-08-18,41,False
2019-08-25,45,False
2019-09-01,81,False
2019-09-08,17,False
2019-09-15,96,False
2019-09-22,50,False
2019-09-29,25,False
2019-10-06,25,False
2019-10-13,25,False
2019-10-20,63,False
2019-10-27,32,False
2019-11-03,40,False
2019-11-10,47,False
2019-11-17,39,False
2019-11-24,31,False
2019-12-01,73,False
2019-12-08,49,False
2019-12-15,40,False
2019-12-22,46,False
2019-12-29,44,False
2020-01-05,46,False
2020-01-12,29,False
2020-01-19,67,False
2020-01-26,58,False
2020-02-02,71,False
2020-02-09,52,False
2020-02-16,52,False
2020-02-23,90,False
2020-03-01,35,False
2020-03-08,39,False
2020-03-15,60,False
2020-03-22,100,False
2020-03-29,71,False
2020-04-05,68,False
2020-04-12,69,False
2020-04-19,78,False
2020-04-26,55,True
