date,ricamo,isPartial
2018-01-07,31,False
2018-01-14,92,False
2018-01-21,0,False
2018-01-28,95,False
2018-02-04,32,False
2018-02-11,49,False
2018-02-18,30,False
2018-02-25,87,False
2018-03-04,96,False
2018-03-11,0,False
2018-03-18,61,False
2018-03-25,67,False
2018-04-01,0,False
2018-04-08,65,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,31,False
2018-05-06,63,False
2018-05-13,0,False
2018-05-20,33,False
2018-05-27,32,False
2018-06-03,0,False
2018-06-10,88,False
2018-06-17,80,False
2018-06-24,0,False
2018-07-01,33,False
2018-07-08,65,False
2018-07-15,32,False
2018-07-22,48,False
2018-07-29,32,False
2018-08-05,31,False
2018-08-12,28,False
2018-08-19,30,False
2018-08-26,31,False
2018-09-02,32,False
2018-09-09,33,False
2018-09-16,65,False
2018-09-23,66,False
2018-09-30,32,False
2018-10-07,34,False
2018-10-14,0,False
2018-10-21,34,False
2018-10-28,0,False
2018-11-04,50,False
2018-11-11,35,False
2018-11-18,34,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,55,False
2018-12-23,39,False
2018-12-30,67,False
2019-01-06,0,False
2019-01-13,84,False
2019-01-20,32,False
2019-01-27,0,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,100,False
2019-03-03,0,False
2019-03-10,52,False
2019-03-17,35,False
2019-03-24,0,False
2019-03-31,52,False
2019-04-07,52,False
2019-04-14,55,False
2019-04-21,0,False
2019-04-28,34,False
2019-05-05,67,False
2019-05-12,0,False
2019-05-19,34,False
2019-05-26,0,False
2019-06-02,71,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,32,False
2019-07-14,99,False
2019-07-21,68,False
2019-07-28,32,False
2019-08-04,64,False
2019-08-11,30,False
2019-08-18,82,False
2019-08-25,54,False
2019-09-01,30,False
2019-09-08,48,False
2019-09-15,0,False
2019-09-22,45,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,31,False
2019-10-20,30,False
2019-10-27,60,False
2019-11-03,28,False
2019-11-10,71,False
2019-11-17,29,False
2019-11-24,29,False
2019-12-01,30,False
2019-12-08,60,False
2019-12-15,46,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,27,False
2020-01-19,42,False
2020-01-26,41,False
2020-02-02,52,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,26,False
2020-03-08,24,False
2020-03-15,49,False
2020-03-22,34,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,77,False
2020-04-19,36,False
2020-04-26,86,True
