date,Erdbau,isPartial
2018-01-07,0,False
2018-01-14,40,False
2018-01-21,39,False
2018-01-28,40,False
2018-02-04,40,False
2018-02-11,40,False
2018-02-18,0,False
2018-02-25,40,False
2018-03-04,79,False
2018-03-11,0,False
2018-03-18,41,False
2018-03-25,0,False
2018-04-01,42,False
2018-04-08,84,False
2018-04-15,0,False
2018-04-22,80,False
2018-04-29,0,False
2018-05-06,63,False
2018-05-13,0,False
2018-05-20,42,False
2018-05-27,53,False
2018-06-03,40,False
2018-06-10,38,False
2018-06-17,38,False
2018-06-24,0,False
2018-07-01,58,False
2018-07-08,0,False
2018-07-15,41,False
2018-07-22,0,False
2018-07-29,39,False
2018-08-05,38,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,40,False
2018-09-09,38,False
2018-09-16,0,False
2018-09-23,40,False
2018-09-30,41,False
2018-10-07,56,False
2018-10-14,41,False
2018-10-21,39,False
2018-10-28,38,False
2018-11-04,38,False
2018-11-11,0,False
2018-11-18,37,False
2018-11-25,39,False
2018-12-02,39,False
2018-12-09,40,False
2018-12-16,80,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,37,False
2019-01-13,74,False
2019-01-20,0,False
2019-01-27,74,False
2019-02-03,0,False
2019-02-10,38,False
2019-02-17,38,False
2019-02-24,39,False
2019-03-03,36,False
2019-03-10,36,False
2019-03-17,76,False
2019-03-24,39,False
2019-03-31,79,False
2019-04-07,80,False
2019-04-14,80,False
2019-04-21,0,False
2019-04-28,73,False
2019-05-05,56,False
2019-05-12,38,False
2019-05-19,0,False
2019-05-26,37,False
2019-06-02,37,False
2019-06-09,0,False
2019-06-16,36,False
2019-06-23,37,False
2019-06-30,36,False
2019-07-07,0,False
2019-07-14,37,False
2019-07-21,76,False
2019-07-28,0,False
2019-08-04,35,False
2019-08-11,33,False
2019-08-18,35,False
2019-08-25,35,False
2019-09-01,34,False
2019-09-08,0,False
2019-09-15,71,False
2019-09-22,52,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,50,False
2019-10-27,0,False
2019-11-03,100,False
2019-11-10,34,False
2019-11-17,34,False
2019-11-24,0,False
2019-12-01,34,False
2019-12-08,0,False
2019-12-15,70,False
2019-12-22,74,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,31,False
2020-01-19,66,False
2020-01-26,49,False
2020-02-02,65,False
2020-02-09,32,False
2020-02-16,49,False
2020-02-23,32,False
2020-03-01,32,False
2020-03-08,59,False
2020-03-15,28,False
2020-03-22,29,False
2020-03-29,28,False
2020-04-05,63,False
2020-04-12,30,False
2020-04-19,29,False
2020-04-26,28,False
2020-05-03,38,False
2020-05-10,38,False
