date,Schreinerei,isPartial
2018-01-07,76,False
2018-01-14,46,False
2018-01-21,45,False
2018-01-28,0,False
2018-02-04,17,False
2018-02-11,0,False
2018-02-18,31,False
2018-02-25,30,False
2018-03-04,30,False
2018-03-11,90,False
2018-03-18,30,False
2018-03-25,80,False
2018-04-01,52,False
2018-04-08,100,False
2018-04-15,50,False
2018-04-22,32,False
2018-04-29,44,False
2018-05-06,47,False
2018-05-13,90,False
2018-05-20,65,False
2018-05-27,49,False
2018-06-03,0,False
2018-06-10,15,False
2018-06-17,0,False
2018-06-24,48,False
2018-07-01,47,False
2018-07-08,68,False
2018-07-15,18,False
2018-07-22,37,False
2018-07-29,58,False
2018-08-05,68,False
2018-08-12,17,False
2018-08-19,16,False
2018-08-26,62,False
2018-09-02,16,False
2018-09-09,48,False
2018-09-16,31,False
2018-09-23,48,False
2018-09-30,35,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,46,False
2018-11-04,45,False
2018-11-11,61,False
2018-11-18,59,False
2018-11-25,15,False
2018-12-02,61,False
2018-12-09,0,False
2018-12-16,16,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,60,False
2019-01-13,30,False
2019-01-20,15,False
2019-01-27,74,False
2019-02-03,61,False
2019-02-10,60,False
2019-02-17,62,False
2019-02-24,83,False
2019-03-03,47,False
2019-03-10,30,False
2019-03-17,62,False
2019-03-24,30,False
2019-03-31,0,False
2019-04-07,72,False
2019-04-14,32,False
2019-04-21,50,False
2019-04-28,76,False
2019-05-05,14,False
2019-05-12,29,False
2019-05-19,15,False
2019-05-26,16,False
2019-06-02,76,False
2019-06-09,30,False
2019-06-16,48,False
2019-06-23,32,False
2019-06-30,16,False
2019-07-07,32,False
2019-07-14,35,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,35,False
2019-08-11,16,False
2019-08-18,15,False
2019-08-25,30,False
2019-09-01,73,False
2019-09-08,15,False
2019-09-15,0,False
2019-09-22,56,False
2019-09-29,78,False
2019-10-06,60,False
2019-10-13,14,False
2019-10-20,97,False
2019-10-27,27,False
2019-11-03,13,False
2019-11-10,13,False
2019-11-17,0,False
2019-11-24,53,False
2019-12-01,40,False
2019-12-08,40,False
2019-12-15,41,False
2019-12-22,33,False
2019-12-29,16,False
2020-01-05,63,False
2020-01-12,26,False
2020-01-19,91,False
2020-01-26,27,False
2020-02-02,40,False
2020-02-09,40,False
2020-02-16,15,False
2020-02-23,41,False
2020-03-01,38,False
2020-03-08,25,False
2020-03-15,88,False
2020-03-22,11,False
2020-03-29,66,False
2020-04-05,37,False
2020-04-12,24,False
2020-04-19,12,False
2020-04-26,52,False
2020-05-03,34,False
2020-05-10,34,False
2020-05-17,13,False
2020-05-24,12,False
2020-05-31,23,False
2020-06-07,61,False
2020-06-14,84,False
2020-06-21,79,False
2020-06-28,64,False
2020-07-05,70,False
