date,portaconfetti,isPartial
2018-01-07,25,False
2018-01-14,68,False
2018-01-21,17,False
2018-01-28,51,False
2018-02-04,41,False
2018-02-11,35,False
2018-02-18,70,False
2018-02-25,71,False
2018-03-04,72,False
2018-03-11,54,False
2018-03-18,73,False
2018-03-25,78,False
2018-04-01,70,False
2018-04-08,72,False
2018-04-15,100,False
2018-04-22,58,False
2018-04-29,37,False
2018-05-06,66,False
2018-05-13,55,False
2018-05-20,46,False
2018-05-27,67,False
2018-06-03,57,False
2018-06-10,17,False
2018-06-17,71,False
2018-06-24,36,False
2018-07-01,55,False
2018-07-08,73,False
2018-07-15,28,False
2018-07-22,18,False
2018-07-29,26,False
2018-08-05,59,False
2018-08-12,52,False
2018-08-19,16,False
2018-08-26,69,False
2018-09-02,87,False
2018-09-09,36,False
2018-09-16,25,False
2018-09-23,43,False
2018-09-30,26,False
2018-10-07,45,False
2018-10-14,72,False
2018-10-21,92,False
2018-10-28,26,False
2018-11-04,36,False
2018-11-11,38,False
2018-11-18,28,False
2018-11-25,18,False
2018-12-02,29,False
2018-12-09,19,False
2018-12-16,30,False
2018-12-23,31,False
2018-12-30,73,False
2019-01-06,18,False
2019-01-13,79,False
2019-01-20,66,False
2019-01-27,77,False
2019-02-03,50,False
2019-02-10,43,False
2019-02-17,60,False
2019-02-24,26,False
2019-03-03,45,False
2019-03-10,78,False
2019-03-17,52,False
2019-03-24,79,False
2019-03-31,26,False
2019-04-07,71,False
2019-04-14,54,False
2019-04-21,37,False
2019-04-28,79,False
2019-05-05,69,False
2019-05-12,42,False
2019-05-19,52,False
2019-05-26,89,False
2019-06-02,35,False
2019-06-09,91,False
2019-06-16,0,False
2019-06-23,54,False
2019-06-30,74,False
2019-07-07,45,False
2019-07-14,35,False
2019-07-21,73,False
2019-07-28,36,False
2019-08-04,61,False
2019-08-11,53,False
2019-08-18,33,False
2019-08-25,48,False
2019-09-01,47,False
2019-09-08,83,False
2019-09-15,33,False
2019-09-22,25,False
2019-09-29,51,False
2019-10-06,75,False
2019-10-13,52,False
2019-10-20,16,False
2019-10-27,34,False
2019-11-03,57,False
2019-11-10,34,False
2019-11-17,51,False
2019-11-24,25,False
2019-12-01,17,False
2019-12-08,53,False
2019-12-15,18,False
2019-12-22,19,False
2019-12-29,27,False
2020-01-05,59,False
2020-01-12,41,False
2020-01-19,66,False
2020-01-26,82,False
2020-02-02,40,False
2020-02-09,83,False
2020-02-16,50,False
2020-02-23,32,False
2020-03-01,38,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,26,False
2020-03-29,0,False
2020-04-05,14,False
2020-04-12,36,False
2020-04-19,13,False
2020-04-26,0,True
