date,portaconfetti,isPartial
2018-01-07,75,False
2018-01-14,25,False
2018-01-21,75,False
2018-01-28,25,False
2018-02-04,24,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,25,False
2018-03-18,0,False
2018-03-25,76,False
2018-04-01,0,False
2018-04-08,25,False
2018-04-15,25,False
2018-04-22,26,False
2018-04-29,40,False
2018-05-06,100,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,27,False
2018-06-03,26,False
2018-06-10,24,False
2018-06-17,24,False
2018-06-24,24,False
2018-07-01,38,False
2018-07-08,24,False
2018-07-15,50,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,0,False
2018-08-12,35,False
2018-08-19,18,False
2018-08-26,21,False
2018-09-02,62,False
2018-09-09,27,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,25,False
2018-10-07,27,False
2018-10-14,26,False
2018-10-21,38,False
2018-10-28,25,False
2018-11-04,50,False
2018-11-11,27,False
2018-11-18,52,False
2018-11-25,26,False
2018-12-02,28,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,24,False
2019-01-27,75,False
2019-02-03,37,False
2019-02-10,49,False
2019-02-17,0,False
2019-02-24,100,False
2019-03-03,40,False
2019-03-10,38,False
2019-03-17,52,False
2019-03-24,26,False
2019-03-31,52,False
2019-04-07,52,False
2019-04-14,27,False
2019-04-21,0,False
2019-04-28,52,False
2019-05-05,51,False
2019-05-12,51,False
2019-05-19,26,False
2019-05-26,36,False
2019-06-02,0,False
2019-06-09,54,False
2019-06-16,0,False
2019-06-23,38,False
2019-06-30,53,False
2019-07-07,0,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,23,False
2019-08-04,0,False
2019-08-11,21,False
2019-08-18,20,False
2019-08-25,20,False
2019-09-01,0,False
2019-09-08,52,False
2019-09-15,26,False
2019-09-22,0,False
2019-09-29,53,False
2019-10-06,26,False
2019-10-13,27,False
2019-10-20,52,False
2019-10-27,53,False
2019-11-03,0,False
2019-11-10,52,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,27,False
2019-12-08,26,False
2019-12-15,26,False
2019-12-22,27,False
2019-12-29,26,False
2020-01-05,50,False
2020-01-12,35,False
2020-01-19,24,False
2020-01-26,23,False
2020-02-02,69,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,33,False
2020-03-01,22,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,37,False
2020-04-26,33,True
