date,portaconfetti,isPartial
2018-01-07,48,False
2018-01-14,48,False
2018-01-21,53,False
2018-01-28,66,False
2018-02-04,78,False
2018-02-11,57,False
2018-02-18,42,False
2018-02-25,100,False
2018-03-04,65,False
2018-03-11,78,False
2018-03-18,61,False
2018-03-25,39,False
2018-04-01,20,False
2018-04-08,48,False
2018-04-15,19,False
2018-04-22,59,False
2018-04-29,44,False
2018-05-06,47,False
2018-05-13,53,False
2018-05-20,24,False
2018-05-27,44,False
2018-06-03,64,False
2018-06-10,18,False
2018-06-17,30,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,38,False
2018-07-15,26,False
2018-07-22,26,False
2018-07-29,33,False
2018-08-05,48,False
2018-08-12,33,False
2018-08-19,25,False
2018-08-26,29,False
2018-09-02,37,False
2018-09-09,36,False
2018-09-16,17,False
2018-09-23,12,False
2018-09-30,24,False
2018-10-07,30,False
2018-10-14,37,False
2018-10-21,24,False
2018-10-28,30,False
2018-11-04,28,False
2018-11-11,30,False
2018-11-18,12,False
2018-11-25,24,False
2018-12-02,11,False
2018-12-09,12,False
2018-12-16,13,False
2018-12-23,16,False
2018-12-30,28,False
2019-01-06,34,False
2019-01-13,39,False
2019-01-20,56,False
2019-01-27,34,False
2019-02-03,72,False
2019-02-10,46,False
2019-02-17,52,False
2019-02-24,41,False
2019-03-03,55,False
2019-03-10,21,False
2019-03-17,28,False
2019-03-24,40,False
2019-03-31,73,False
2019-04-07,31,False
2019-04-14,33,False
2019-04-21,68,False
2019-04-28,45,False
2019-05-05,41,False
2019-05-12,57,False
2019-05-19,26,False
2019-05-26,37,False
2019-06-02,26,False
2019-06-09,33,False
2019-06-16,28,False
2019-06-23,41,False
2019-06-30,28,False
2019-07-07,13,False
2019-07-14,14,False
2019-07-21,28,False
2019-07-28,30,False
2019-08-04,16,False
2019-08-11,26,False
2019-08-18,41,False
2019-08-25,36,False
2019-09-01,31,False
2019-09-08,20,False
2019-09-15,31,False
2019-09-22,19,False
2019-09-29,38,False
2019-10-06,32,False
2019-10-13,20,False
2019-10-20,50,False
2019-10-27,25,False
2019-11-03,31,False
2019-11-10,19,False
2019-11-17,38,False
2019-11-24,25,False
2019-12-01,19,False
2019-12-08,13,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,26,False
2020-01-12,18,False
2020-01-19,55,False
2020-01-26,30,False
2020-02-02,42,False
2020-02-09,36,False
2020-02-16,36,False
2020-02-23,41,False
2020-03-01,23,False
2020-03-08,29,False
2020-03-15,17,False
2020-03-22,32,False
2020-03-29,0,False
2020-04-05,12,False
2020-04-12,0,False
2020-04-19,11,False
2020-04-26,0,True
