date,portaconfetti,isPartial
2018-01-07,32,False
2018-01-14,19,False
2018-01-21,55,False
2018-01-28,49,False
2018-02-04,98,False
2018-02-11,73,False
2018-02-18,78,False
2018-02-25,29,False
2018-03-04,46,False
2018-03-11,94,False
2018-03-18,71,False
2018-03-25,31,False
2018-04-01,52,False
2018-04-08,53,False
2018-04-15,67,False
2018-04-22,38,False
2018-04-29,68,False
2018-05-06,66,False
2018-05-13,41,False
2018-05-20,35,False
2018-05-27,0,False
2018-06-03,30,False
2018-06-10,30,False
2018-06-17,25,False
2018-06-24,50,False
2018-07-01,18,False
2018-07-08,12,False
2018-07-15,25,False
2018-07-22,44,False
2018-07-29,27,False
2018-08-05,36,False
2018-08-12,33,False
2018-08-19,16,False
2018-08-26,51,False
2018-09-02,35,False
2018-09-09,52,False
2018-09-16,62,False
2018-09-23,35,False
2018-09-30,29,False
2018-10-07,17,False
2018-10-14,23,False
2018-10-21,11,False
2018-10-28,17,False
2018-11-04,39,False
2018-11-11,11,False
2018-11-18,45,False
2018-11-25,11,False
2018-12-02,35,False
2018-12-09,11,False
2018-12-16,18,False
2018-12-23,21,False
2018-12-30,27,False
2019-01-06,17,False
2019-01-13,55,False
2019-01-20,44,False
2019-01-27,55,False
2019-02-03,39,False
2019-02-10,56,False
2019-02-17,57,False
2019-02-24,35,False
2019-03-03,52,False
2019-03-10,69,False
2019-03-17,100,False
2019-03-24,72,False
2019-03-31,47,False
2019-04-07,87,False
2019-04-14,36,False
2019-04-21,40,False
2019-04-28,90,False
2019-05-05,93,False
2019-05-12,62,False
2019-05-19,45,False
2019-05-26,33,False
2019-06-02,47,False
2019-06-09,41,False
2019-06-16,35,False
2019-06-23,43,False
2019-06-30,12,False
2019-07-07,12,False
2019-07-14,24,False
2019-07-21,19,False
2019-07-28,52,False
2019-08-04,14,False
2019-08-11,16,False
2019-08-18,37,False
2019-08-25,32,False
2019-09-01,50,False
2019-09-08,40,False
2019-09-15,27,False
2019-09-22,22,False
2019-09-29,54,False
2019-10-06,39,False
2019-10-13,60,False
2019-10-20,42,False
2019-10-27,21,False
2019-11-03,21,False
2019-11-10,42,False
2019-11-17,16,False
2019-11-24,15,False
2019-12-01,11,False
2019-12-08,11,False
2019-12-15,11,False
2019-12-22,0,False
2019-12-29,51,False
2020-01-05,43,False
2020-01-12,40,False
2020-01-19,41,False
2020-01-26,55,False
2020-02-02,55,False
2020-02-09,45,False
2020-02-16,76,False
2020-02-23,38,False
2020-03-01,29,False
2020-03-08,28,False
2020-03-15,10,False
2020-03-22,9,False
2020-03-29,9,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,16,True
