date,portaconfetti,isPartial
2018-01-07,61,False
2018-01-14,0,False
2018-01-21,28,False
2018-01-28,87,False
2018-02-04,42,False
2018-02-11,30,False
2018-02-18,89,False
2018-02-25,29,False
2018-03-04,59,False
2018-03-11,0,False
2018-03-18,46,False
2018-03-25,0,False
2018-04-01,32,False
2018-04-08,30,False
2018-04-15,97,False
2018-04-22,64,False
2018-04-29,46,False
2018-05-06,61,False
2018-05-13,46,False
2018-05-20,31,False
2018-05-27,31,False
2018-06-03,46,False
2018-06-10,30,False
2018-06-17,33,False
2018-06-24,34,False
2018-07-01,33,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,37,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,83,False
2018-08-26,35,False
2018-09-02,34,False
2018-09-09,33,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,100,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,31,False
2018-11-18,59,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,63,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,56,False
2019-02-03,42,False
2019-02-10,0,False
2019-02-17,43,False
2019-02-24,60,False
2019-03-03,46,False
2019-03-10,0,False
2019-03-17,30,False
2019-03-24,30,False
2019-03-31,29,False
2019-04-07,0,False
2019-04-14,30,False
2019-04-21,65,False
2019-04-28,30,False
2019-05-05,30,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,58,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,62,False
2019-06-30,30,False
2019-07-07,30,False
2019-07-14,31,False
2019-07-21,32,False
2019-07-28,0,False
2019-08-04,34,False
2019-08-11,0,False
2019-08-18,34,False
2019-08-25,91,False
2019-09-01,28,False
2019-09-08,29,False
2019-09-15,41,False
2019-09-22,0,False
2019-09-29,28,False
2019-10-06,29,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,28,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,30,False
2020-01-05,26,False
2020-01-12,24,False
2020-01-19,50,False
2020-01-26,49,False
2020-02-02,36,False
2020-02-09,0,False
2020-02-16,50,False
2020-02-23,47,False
2020-03-01,47,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,37,True
