date,piante,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,22,False
2018-01-28,23,False
2018-02-04,21,False
2018-02-11,0,False
2018-02-18,38,False
2018-02-25,0,False
2018-03-04,20,False
2018-03-11,20,False
2018-03-18,22,False
2018-03-25,0,False
2018-04-01,84,False
2018-04-08,23,False
2018-04-15,51,False
2018-04-22,80,False
2018-04-29,37,False
2018-05-06,82,False
2018-05-13,51,False
2018-05-20,48,False
2018-05-27,38,False
2018-06-03,52,False
2018-06-10,24,False
2018-06-17,24,False
2018-06-24,0,False
2018-07-01,55,False
2018-07-08,42,False
2018-07-15,0,False
2018-07-22,20,False
2018-07-29,19,False
2018-08-05,16,False
2018-08-12,29,False
2018-08-19,33,False
2018-08-26,20,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,26,False
2018-10-07,52,False
2018-10-14,27,False
2018-10-21,0,False
2018-10-28,23,False
2018-11-04,48,False
2018-11-11,25,False
2018-11-18,25,False
2018-11-25,24,False
2018-12-02,46,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,38,False
2018-12-30,15,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,19,False
2019-01-27,0,False
2019-02-03,20,False
2019-02-10,19,False
2019-02-17,0,False
2019-02-24,19,False
2019-03-03,19,False
2019-03-10,19,False
2019-03-17,42,False
2019-03-24,44,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,44,False
2019-04-21,21,False
2019-04-28,47,False
2019-05-05,25,False
2019-05-12,24,False
2019-05-19,0,False
2019-05-26,34,False
2019-06-02,23,False
2019-06-09,58,False
2019-06-16,23,False
2019-06-23,33,False
2019-06-30,42,False
2019-07-07,19,False
2019-07-14,19,False
2019-07-21,55,False
2019-07-28,35,False
2019-08-04,38,False
2019-08-11,27,False
2019-08-18,21,False
2019-08-25,17,False
2019-09-01,20,False
2019-09-08,21,False
2019-09-15,0,False
2019-09-22,22,False
2019-09-29,0,False
2019-10-06,35,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,20,False
2019-11-03,43,False
2019-11-10,22,False
2019-11-17,21,False
2019-11-24,39,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,20,False
2019-12-22,17,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,17,False
2020-01-19,26,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,16,False
2020-02-16,48,False
2020-02-23,14,False
2020-03-01,15,False
2020-03-08,32,False
2020-03-15,44,False
2020-03-22,33,False
2020-03-29,34,False
2020-04-05,100,False
2020-04-12,55,False
2020-04-19,53,False
2020-04-26,60,True
