date,piante,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,16,False
2018-01-28,39,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,29,False
2018-02-25,56,False
2018-03-04,15,False
2018-03-11,39,False
2018-03-18,30,False
2018-03-25,50,False
2018-04-01,69,False
2018-04-08,33,False
2018-04-15,58,False
2018-04-22,57,False
2018-04-29,41,False
2018-05-06,64,False
2018-05-13,66,False
2018-05-20,32,False
2018-05-27,68,False
2018-06-03,17,False
2018-06-10,16,False
2018-06-17,47,False
2018-06-24,41,False
2018-07-01,33,False
2018-07-08,41,False
2018-07-15,24,False
2018-07-22,15,False
2018-07-29,54,False
2018-08-05,29,False
2018-08-12,12,False
2018-08-19,13,False
2018-08-26,14,False
2018-09-02,23,False
2018-09-09,40,False
2018-09-16,16,False
2018-09-23,24,False
2018-09-30,33,False
2018-10-07,26,False
2018-10-14,50,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,48,False
2018-11-11,100,False
2018-11-18,32,False
2018-11-25,23,False
2018-12-02,34,False
2018-12-09,48,False
2018-12-16,17,False
2018-12-23,0,False
2018-12-30,16,False
2019-01-06,30,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,37,False
2019-02-03,44,False
2019-02-10,44,False
2019-02-17,51,False
2019-02-24,31,False
2019-03-03,49,False
2019-03-10,31,False
2019-03-17,63,False
2019-03-24,40,False
2019-03-31,80,False
2019-04-07,16,False
2019-04-14,34,False
2019-04-21,67,False
2019-04-28,16,False
2019-05-05,55,False
2019-05-12,62,False
2019-05-19,71,False
2019-05-26,21,False
2019-06-02,33,False
2019-06-09,34,False
2019-06-16,59,False
2019-06-23,26,False
2019-06-30,34,False
2019-07-07,16,False
2019-07-14,16,False
2019-07-21,41,False
2019-07-28,16,False
2019-08-04,15,False
2019-08-11,22,False
2019-08-18,55,False
2019-08-25,28,False
2019-09-01,36,False
2019-09-08,39,False
2019-09-15,45,False
2019-09-22,30,False
2019-09-29,31,False
2019-10-06,15,False
2019-10-13,31,False
2019-10-20,30,False
2019-10-27,15,False
2019-11-03,61,False
2019-11-10,29,False
2019-11-17,36,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,15,False
2019-12-15,0,False
2019-12-22,46,False
2019-12-29,22,False
2020-01-05,57,False
2020-01-12,26,False
2020-01-19,21,False
2020-01-26,20,False
2020-02-02,32,False
2020-02-09,20,False
2020-02-16,34,False
2020-02-23,20,False
2020-03-01,19,False
2020-03-08,35,False
2020-03-15,45,False
2020-03-22,30,False
2020-03-29,31,False
2020-04-05,69,False
2020-04-12,46,False
2020-04-19,81,False
2020-04-26,77,True
