date,Garagentor,isPartial
2018-01-07,31,False
2018-01-14,0,False
2018-01-21,66,False
2018-01-28,33,False
2018-02-04,52,False
2018-02-11,0,False
2018-02-18,34,False
2018-02-25,34,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,34,False
2018-03-25,0,False
2018-04-01,49,False
2018-04-08,34,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,36,False
2018-05-06,0,False
2018-05-13,69,False
2018-05-20,72,False
2018-05-27,67,False
2018-06-03,35,False
2018-06-10,31,False
2018-06-17,0,False
2018-06-24,66,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,50,False
2018-08-19,29,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,33,False
2018-09-30,66,False
2018-10-07,53,False
2018-10-14,67,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,100,False
2018-11-18,31,False
2018-11-25,50,False
2018-12-02,50,False
2018-12-09,33,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,75,False
2019-01-06,0,False
2019-01-13,61,False
2019-01-20,31,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,33,False
2019-02-17,32,False
2019-02-24,64,False
2019-03-03,61,False
2019-03-10,47,False
2019-03-17,32,False
2019-03-24,94,False
2019-03-31,34,False
2019-04-07,0,False
2019-04-14,83,False
2019-04-21,95,False
2019-04-28,31,False
2019-05-05,31,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,45,False
2019-06-02,60,False
2019-06-09,29,False
2019-06-16,0,False
2019-06-23,46,False
2019-06-30,29,False
2019-07-07,29,False
2019-07-14,28,False
2019-07-21,30,False
2019-07-28,84,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,29,False
2019-08-25,29,False
2019-09-01,57,False
2019-09-08,43,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,29,False
2019-10-13,54,False
2019-10-20,41,False
2019-10-27,0,False
2019-11-03,40,False
2019-11-10,56,False
2019-11-17,0,False
2019-11-24,28,False
2019-12-01,57,False
2019-12-08,57,False
2019-12-15,29,False
2019-12-22,46,False
2019-12-29,40,False
2020-01-05,26,False
2020-01-12,38,False
2020-01-19,26,False
2020-01-26,0,False
2020-02-02,52,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,39,False
2020-03-01,0,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,36,False
2020-03-29,69,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,0,False
2020-04-26,48,False
2020-05-03,50,False
2020-05-10,25,False
