date,Garagentor,isPartial
2018-01-07,0,False
2018-01-14,23,False
2018-01-21,58,False
2018-01-28,47,False
2018-02-04,32,False
2018-02-11,23,False
2018-02-18,47,False
2018-02-25,23,False
2018-03-04,36,False
2018-03-11,24,False
2018-03-18,36,False
2018-03-25,39,False
2018-04-01,26,False
2018-04-08,34,False
2018-04-15,51,False
2018-04-22,63,False
2018-04-29,65,False
2018-05-06,41,False
2018-05-13,25,False
2018-05-20,39,False
2018-05-27,24,False
2018-06-03,50,False
2018-06-10,48,False
2018-06-17,60,False
2018-06-24,41,False
2018-07-01,50,False
2018-07-08,38,False
2018-07-15,65,False
2018-07-22,43,False
2018-07-29,25,False
2018-08-05,40,False
2018-08-12,36,False
2018-08-19,48,False
2018-08-26,40,False
2018-09-02,40,False
2018-09-09,37,False
2018-09-16,24,False
2018-09-23,48,False
2018-09-30,77,False
2018-10-07,34,False
2018-10-14,24,False
2018-10-21,54,False
2018-10-28,100,False
2018-11-04,0,False
2018-11-11,91,False
2018-11-18,22,False
2018-11-25,46,False
2018-12-02,0,False
2018-12-09,45,False
2018-12-16,35,False
2018-12-23,37,False
2018-12-30,61,False
2019-01-06,21,False
2019-01-13,49,False
2019-01-20,48,False
2019-01-27,55,False
2019-02-03,73,False
2019-02-10,22,False
2019-02-17,32,False
2019-02-24,22,False
2019-03-03,50,False
2019-03-10,21,False
2019-03-17,38,False
2019-03-24,44,False
2019-03-31,52,False
2019-04-07,29,False
2019-04-14,24,False
2019-04-21,35,False
2019-04-28,29,False
2019-05-05,49,False
2019-05-12,44,False
2019-05-19,21,False
2019-05-26,37,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,22,False
2019-06-23,45,False
2019-06-30,37,False
2019-07-07,33,False
2019-07-14,55,False
2019-07-21,49,False
2019-07-28,82,False
2019-08-04,24,False
2019-08-11,44,False
2019-08-18,66,False
2019-08-25,32,False
2019-09-01,22,False
2019-09-08,29,False
2019-09-15,30,False
2019-09-22,49,False
2019-09-29,35,False
2019-10-06,33,False
2019-10-13,42,False
2019-10-20,27,False
2019-10-27,59,False
2019-11-03,71,False
2019-11-10,40,False
2019-11-17,26,False
2019-11-24,39,False
2019-12-01,20,False
2019-12-08,39,False
2019-12-15,20,False
2019-12-22,36,False
2019-12-29,62,False
2020-01-05,46,False
2020-01-12,61,False
2020-01-19,44,False
2020-01-26,28,False
2020-02-02,37,False
2020-02-09,48,False
2020-02-16,31,False
2020-02-23,24,False
2020-03-01,0,False
2020-03-08,26,False
2020-03-15,16,False
2020-03-22,27,False
2020-03-29,24,False
2020-04-05,31,False
2020-04-12,46,False
2020-04-19,45,False
2020-04-26,60,False
2020-05-03,39,False
2020-05-10,67,False
