date,Garagentor,isPartial
2018-01-07,63,False
2018-01-14,30,False
2018-01-21,59,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,29,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,29,False
2018-03-25,31,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,47,False
2018-04-22,60,False
2018-04-29,32,False
2018-05-06,0,False
2018-05-13,46,False
2018-05-20,0,False
2018-05-27,30,False
2018-06-03,61,False
2018-06-10,29,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,31,False
2018-07-08,63,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,100,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,63,False
2018-08-26,53,False
2018-09-02,79,False
2018-09-09,0,False
2018-09-16,61,False
2018-09-23,63,False
2018-09-30,34,False
2018-10-07,82,False
2018-10-14,30,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,58,False
2018-11-25,29,False
2018-12-02,58,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,43,False
2018-12-30,35,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,28,False
2019-01-27,38,False
2019-02-03,43,False
2019-02-10,58,False
2019-02-17,0,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,40,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,0,False
2019-04-14,65,False
2019-04-21,0,False
2019-04-28,60,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,30,False
2019-05-26,47,False
2019-06-02,0,False
2019-06-09,33,False
2019-06-16,33,False
2019-06-23,33,False
2019-06-30,33,False
2019-07-07,34,False
2019-07-14,47,False
2019-07-21,38,False
2019-07-28,71,False
2019-08-04,50,False
2019-08-11,63,False
2019-08-18,33,False
2019-08-25,33,False
2019-09-01,31,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,45,False
2019-09-29,89,False
2019-10-06,0,False
2019-10-13,30,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,29,False
2019-11-10,46,False
2019-11-17,27,False
2019-11-24,29,False
2019-12-01,0,False
2019-12-08,31,False
2019-12-15,32,False
2019-12-22,44,False
2019-12-29,37,False
2020-01-05,38,False
2020-01-12,57,False
2020-01-19,0,False
2020-01-26,27,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,25,False
2020-02-23,0,False
2020-03-01,52,False
2020-03-08,24,False
2020-03-15,48,False
2020-03-22,23,False
2020-03-29,44,False
2020-04-05,24,False
2020-04-12,23,False
2020-04-19,30,False
2020-04-26,22,False
2020-05-03,59,False
2020-05-10,34,False
