date,Garagentor,isPartial
2018-01-07,31,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,45,False
2018-02-04,42,False
2018-02-11,46,False
2018-02-18,90,False
2018-02-25,74,False
2018-03-04,30,False
2018-03-11,60,False
2018-03-18,61,False
2018-03-25,64,False
2018-04-01,32,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,63,False
2018-04-29,33,False
2018-05-06,34,False
2018-05-13,65,False
2018-05-20,98,False
2018-05-27,31,False
2018-06-03,64,False
2018-06-10,30,False
2018-06-17,51,False
2018-06-24,52,False
2018-07-01,32,False
2018-07-08,48,False
2018-07-15,33,False
2018-07-22,95,False
2018-07-29,31,False
2018-08-05,30,False
2018-08-12,40,False
2018-08-19,31,False
2018-08-26,47,False
2018-09-02,63,False
2018-09-09,31,False
2018-09-16,61,False
2018-09-23,31,False
2018-09-30,82,False
2018-10-07,32,False
2018-10-14,51,False
2018-10-21,0,False
2018-10-28,49,False
2018-11-04,29,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,44,False
2018-12-02,44,False
2018-12-09,29,False
2018-12-16,29,False
2018-12-23,72,False
2018-12-30,44,False
2019-01-06,27,False
2019-01-13,45,False
2019-01-20,68,False
2019-01-27,54,False
2019-02-03,37,False
2019-02-10,58,False
2019-02-17,28,False
2019-02-24,47,False
2019-03-03,56,False
2019-03-10,41,False
2019-03-17,43,False
2019-03-24,38,False
2019-03-31,29,False
2019-04-07,100,False
2019-04-14,0,False
2019-04-21,31,False
2019-04-28,47,False
2019-05-05,28,False
2019-05-12,43,False
2019-05-19,56,False
2019-05-26,58,False
2019-06-02,47,False
2019-06-09,43,False
2019-06-16,100,False
2019-06-23,0,False
2019-06-30,84,False
2019-07-07,44,False
2019-07-14,45,False
2019-07-21,31,False
2019-07-28,30,False
2019-08-04,75,False
2019-08-11,28,False
2019-08-18,58,False
2019-08-25,74,False
2019-09-01,98,False
2019-09-08,28,False
2019-09-15,42,False
2019-09-22,41,False
2019-09-29,41,False
2019-10-06,28,False
2019-10-13,44,False
2019-10-20,44,False
2019-10-27,51,False
2019-11-03,88,False
2019-11-10,51,False
2019-11-17,38,False
2019-11-24,37,False
2019-12-01,52,False
2019-12-08,39,False
2019-12-15,26,False
2019-12-22,36,False
2019-12-29,26,False
2020-01-05,40,False
2020-01-12,47,False
2020-01-19,24,False
2020-01-26,40,False
2020-02-02,40,False
2020-02-09,41,False
2020-02-16,40,False
2020-02-23,39,False
2020-03-01,40,False
2020-03-08,56,False
2020-03-15,22,False
2020-03-22,70,False
2020-03-29,42,False
2020-04-05,72,False
2020-04-12,45,False
2020-04-19,66,False
2020-04-26,43,False
2020-05-03,44,False
2020-05-10,44,False
