date,animatore,isPartial
2018-01-07,56,False
2018-01-14,27,False
2018-01-21,54,False
2018-01-28,26,False
2018-02-04,26,False
2018-02-11,39,False
2018-02-18,50,False
2018-02-25,74,False
2018-03-04,25,False
2018-03-11,25,False
2018-03-18,26,False
2018-03-25,54,False
2018-04-01,28,False
2018-04-08,39,False
2018-04-15,27,False
2018-04-22,55,False
2018-04-29,51,False
2018-05-06,38,False
2018-05-13,40,False
2018-05-20,39,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,37,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,51,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,25,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,42,False
2018-08-19,55,False
2018-08-26,26,False
2018-09-02,26,False
2018-09-09,38,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,66,False
2018-10-07,26,False
2018-10-14,53,False
2018-10-21,26,False
2018-10-28,25,False
2018-11-04,52,False
2018-11-11,54,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,27,False
2018-12-09,27,False
2018-12-16,43,False
2018-12-23,33,False
2018-12-30,0,False
2019-01-06,42,False
2019-01-13,53,False
2019-01-20,38,False
2019-01-27,0,False
2019-02-03,26,False
2019-02-10,26,False
2019-02-17,27,False
2019-02-24,40,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,27,False
2019-03-24,53,False
2019-03-31,52,False
2019-04-07,0,False
2019-04-14,27,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,100,False
2019-05-19,74,False
2019-05-26,24,False
2019-06-02,39,False
2019-06-09,52,False
2019-06-16,41,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,50,False
2019-07-14,26,False
2019-07-21,26,False
2019-07-28,26,False
2019-08-04,27,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,24,False
2019-09-08,24,False
2019-09-15,61,False
2019-09-22,0,False
2019-09-29,72,False
2019-10-06,37,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,69,False
2019-11-03,47,False
2019-11-10,24,False
2019-11-17,0,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,24,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,45,False
2020-01-19,0,False
2020-01-26,34,False
2020-02-02,68,False
2020-02-09,23,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,20,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,0,True
