date,animatore,isPartial
2018-01-07,0,False
2018-01-14,30,False
2018-01-21,0,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,30,False
2018-03-25,31,False
2018-04-01,67,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,32,False
2018-05-06,30,False
2018-05-13,31,False
2018-05-20,31,False
2018-05-27,48,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,44,False
2018-06-24,44,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,55,False
2018-07-29,27,False
2018-08-05,26,False
2018-08-12,21,False
2018-08-19,42,False
2018-08-26,0,False
2018-09-02,30,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,31,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,33,False
2018-12-09,0,False
2018-12-16,100,False
2018-12-23,34,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,31,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,31,False
2019-03-31,31,False
2019-04-07,0,False
2019-04-14,33,False
2019-04-21,32,False
2019-04-28,62,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,31,False
2019-05-26,0,False
2019-06-02,32,False
2019-06-09,33,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,30,False
2019-07-21,45,False
2019-07-28,28,False
2019-08-04,39,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,28,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,31,False
2019-10-27,32,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,32,False
2019-11-24,30,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,63,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,28,False
2020-02-02,56,False
2020-02-09,29,False
2020-02-16,29,False
2020-02-23,27,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,46,False
2020-03-22,21,False
2020-03-29,34,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,0,False
2020-04-26,0,True
