date,animatore,isPartial
2018-01-07,24,False
2018-01-14,46,False
2018-01-21,55,False
2018-01-28,0,False
2018-02-04,66,False
2018-02-11,0,False
2018-02-18,46,False
2018-02-25,34,False
2018-03-04,23,False
2018-03-11,46,False
2018-03-18,48,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,23,False
2018-04-15,49,False
2018-04-22,100,False
2018-04-29,0,False
2018-05-06,24,False
2018-05-13,24,False
2018-05-20,0,False
2018-05-27,72,False
2018-06-03,35,False
2018-06-10,35,False
2018-06-17,51,False
2018-06-24,53,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,27,False
2018-07-22,27,False
2018-07-29,43,False
2018-08-05,31,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,42,False
2018-09-02,39,False
2018-09-09,26,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,25,False
2018-10-07,26,False
2018-10-14,39,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,72,False
2018-11-18,35,False
2018-11-25,0,False
2018-12-02,36,False
2018-12-09,24,False
2018-12-16,25,False
2018-12-23,29,False
2018-12-30,26,False
2019-01-06,47,False
2019-01-13,46,False
2019-01-20,44,False
2019-01-27,22,False
2019-02-03,33,False
2019-02-10,0,False
2019-02-17,56,False
2019-02-24,46,False
2019-03-03,0,False
2019-03-10,70,False
2019-03-17,47,False
2019-03-24,35,False
2019-03-31,22,False
2019-04-07,22,False
2019-04-14,35,False
2019-04-21,25,False
2019-04-28,47,False
2019-05-05,34,False
2019-05-12,45,False
2019-05-19,22,False
2019-05-26,22,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,23,False
2019-06-23,47,False
2019-06-30,35,False
2019-07-07,35,False
2019-07-14,23,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,47,False
2019-09-01,43,False
2019-09-08,67,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,21,False
2019-10-27,42,False
2019-11-03,21,False
2019-11-10,0,False
2019-11-17,31,False
2019-11-24,20,False
2019-12-01,43,False
2019-12-08,86,False
2019-12-15,43,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,20,False
2020-01-12,38,False
2020-01-19,49,False
2020-01-26,19,False
2020-02-02,37,False
2020-02-09,59,False
2020-02-16,0,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,18,False
2020-03-22,33,False
2020-03-29,17,False
2020-04-05,36,False
2020-04-12,0,False
2020-04-19,17,False
2020-04-26,29,True
