date,torta soffice,isPartial
2018-01-07,15,False
2018-01-14,15,False
2018-01-21,20,False
2018-01-28,18,False
2018-02-04,25,False
2018-02-11,32,False
2018-02-18,35,False
2018-02-25,44,False
2018-03-04,39,False
2018-03-11,34,False
2018-03-18,31,False
2018-03-25,13,False
2018-04-01,22,False
2018-04-08,16,False
2018-04-15,10,False
2018-04-22,13,False
2018-04-29,18,False
2018-05-06,16,False
2018-05-13,15,False
2018-05-20,18,False
2018-05-27,17,False
2018-06-03,15,False
2018-06-10,9,False
2018-06-17,14,False
2018-06-24,15,False
2018-07-01,6,False
2018-07-08,6,False
2018-07-15,11,False
2018-07-22,16,False
2018-07-29,12,False
2018-08-05,9,False
2018-08-12,12,False
2018-08-19,20,False
2018-08-26,18,False
2018-09-02,20,False
2018-09-09,10,False
2018-09-16,23,False
2018-09-23,19,False
2018-09-30,35,False
2018-10-07,25,False
2018-10-14,34,False
2018-10-21,55,False
2018-10-28,42,False
2018-11-04,34,False
2018-11-11,34,False
2018-11-18,27,False
2018-11-25,26,False
2018-12-02,23,False
2018-12-09,13,False
2018-12-16,13,False
2018-12-23,10,False
2018-12-30,18,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,31,False
2019-01-27,30,False
2019-02-03,26,False
2019-02-10,28,False
2019-02-17,35,False
2019-02-24,24,False
2019-03-03,23,False
2019-03-10,26,False
2019-03-17,19,False
2019-03-24,12,False
2019-03-31,14,False
2019-04-07,24,False
2019-04-14,24,False
2019-04-21,15,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,26,False
2019-05-19,20,False
2019-05-26,19,False
2019-06-02,14,False
2019-06-09,6,False
2019-06-16,10,False
2019-06-23,12,False
2019-06-30,8,False
2019-07-07,11,False
2019-07-14,10,False
2019-07-21,6,False
2019-07-28,6,False
2019-08-04,17,False
2019-08-11,28,False
2019-08-18,15,False
2019-08-25,23,False
2019-09-01,15,False
2019-09-08,26,False
2019-09-15,22,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,38,False
2019-10-13,29,False
2019-10-20,27,False
2019-10-27,29,False
2019-11-03,20,False
2019-11-10,36,False
2019-11-17,38,False
2019-11-24,22,False
2019-12-01,24,False
2019-12-08,20,False
2019-12-15,9,False
2019-12-22,11,False
2019-12-29,20,False
2020-01-05,15,False
2020-01-12,21,False
2020-01-19,19,False
2020-01-26,24,False
2020-02-02,28,False
2020-02-09,17,False
2020-02-16,28,False
2020-02-23,31,False
2020-03-01,32,False
2020-03-08,53,False
2020-03-15,88,False
2020-03-22,100,False
2020-03-29,84,False
2020-04-05,59,False
2020-04-12,62,False
2020-04-19,55,False
2020-04-26,65,True
