date,torta soffice,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,18,False
2018-01-28,18,False
2018-02-04,18,False
2018-02-11,9,False
2018-02-18,18,False
2018-02-25,35,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,9,False
2018-03-25,28,False
2018-04-01,10,False
2018-04-08,9,False
2018-04-15,9,False
2018-04-22,0,False
2018-04-29,9,False
2018-05-06,0,False
2018-05-13,18,False
2018-05-20,9,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,8,False
2018-06-17,8,False
2018-06-24,8,False
2018-07-01,7,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,13,False
2018-08-12,0,False
2018-08-19,14,False
2018-08-26,7,False
2018-09-02,14,False
2018-09-09,7,False
2018-09-16,14,False
2018-09-23,15,False
2018-09-30,0,False
2018-10-07,26,False
2018-10-14,18,False
2018-10-21,37,False
2018-10-28,36,False
2018-11-04,18,False
2018-11-11,28,False
2018-11-18,9,False
2018-11-25,27,False
2018-12-02,9,False
2018-12-09,0,False
2018-12-16,39,False
2018-12-23,11,False
2018-12-30,0,False
2019-01-06,28,False
2019-01-13,9,False
2019-01-20,26,False
2019-01-27,17,False
2019-02-03,27,False
2019-02-10,9,False
2019-02-17,9,False
2019-02-24,9,False
2019-03-03,10,False
2019-03-10,37,False
2019-03-17,19,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,9,False
2019-04-21,0,False
2019-04-28,18,False
2019-05-05,0,False
2019-05-12,9,False
2019-05-19,17,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,16,False
2019-06-30,8,False
2019-07-07,0,False
2019-07-14,15,False
2019-07-21,0,False
2019-07-28,7,False
2019-08-04,0,False
2019-08-11,14,False
2019-08-18,13,False
2019-08-25,7,False
2019-09-01,14,False
2019-09-08,7,False
2019-09-15,15,False
2019-09-22,8,False
2019-09-29,16,False
2019-10-06,16,False
2019-10-13,8,False
2019-10-20,39,False
2019-10-27,25,False
2019-11-03,16,False
2019-11-10,23,False
2019-11-17,8,False
2019-11-24,7,False
2019-12-01,15,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,9,False
2019-12-29,0,False
2020-01-05,15,False
2020-01-12,22,False
2020-01-19,7,False
2020-01-26,14,False
2020-02-02,7,False
2020-02-09,0,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,27,False
2020-03-08,19,False
2020-03-15,13,False
2020-03-22,79,False
2020-03-29,100,False
2020-04-05,53,False
2020-04-12,33,False
2020-04-19,25,False
2020-04-26,22,True
