date,torta soffice,isPartial
2018-01-07,13,False
2018-01-14,26,False
2018-01-21,13,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,13,False
2018-02-18,30,False
2018-02-25,43,False
2018-03-04,39,False
2018-03-11,35,False
2018-03-18,45,False
2018-03-25,14,False
2018-04-01,7,False
2018-04-08,11,False
2018-04-15,12,False
2018-04-22,15,False
2018-04-29,9,False
2018-05-06,20,False
2018-05-13,16,False
2018-05-20,11,False
2018-05-27,14,False
2018-06-03,9,False
2018-06-10,7,False
2018-06-17,7,False
2018-06-24,11,False
2018-07-01,15,False
2018-07-08,13,False
2018-07-15,9,False
2018-07-22,18,False
2018-07-29,5,False
2018-08-05,7,False
2018-08-12,8,False
2018-08-19,12,False
2018-08-26,13,False
2018-09-02,13,False
2018-09-09,22,False
2018-09-16,18,False
2018-09-23,23,False
2018-09-30,13,False
2018-10-07,19,False
2018-10-14,35,False
2018-10-21,23,False
2018-10-28,41,False
2018-11-04,31,False
2018-11-11,42,False
2018-11-18,47,False
2018-11-25,29,False
2018-12-02,19,False
2018-12-09,19,False
2018-12-16,22,False
2018-12-23,5,False
2018-12-30,17,False
2019-01-06,20,False
2019-01-13,26,False
2019-01-20,27,False
2019-01-27,23,False
2019-02-03,21,False
2019-02-10,15,False
2019-02-17,13,False
2019-02-24,28,False
2019-03-03,11,False
2019-03-10,24,False
2019-03-17,18,False
2019-03-24,24,False
2019-03-31,19,False
2019-04-07,26,False
2019-04-14,18,False
2019-04-21,14,False
2019-04-28,13,False
2019-05-05,22,False
2019-05-12,32,False
2019-05-19,41,False
2019-05-26,22,False
2019-06-02,15,False
2019-06-09,4,False
2019-06-16,4,False
2019-06-23,13,False
2019-06-30,17,False
2019-07-07,4,False
2019-07-14,9,False
2019-07-21,11,False
2019-07-28,11,False
2019-08-04,5,False
2019-08-11,18,False
2019-08-18,11,False
2019-08-25,13,False
2019-09-01,16,False
2019-09-08,17,False
2019-09-15,26,False
2019-09-22,21,False
2019-09-29,27,False
2019-10-06,16,False
2019-10-13,25,False
2019-10-20,20,False
2019-10-27,30,False
2019-11-03,25,False
2019-11-10,43,False
2019-11-17,31,False
2019-11-24,18,False
2019-12-01,21,False
2019-12-08,19,False
2019-12-15,10,False
2019-12-22,17,False
2019-12-29,16,False
2020-01-05,20,False
2020-01-12,26,False
2020-01-19,17,False
2020-01-26,25,False
2020-02-02,19,False
2020-02-09,17,False
2020-02-16,36,False
2020-02-23,22,False
2020-03-01,35,False
2020-03-08,47,False
2020-03-15,85,False
2020-03-22,100,False
2020-03-29,88,False
2020-04-05,53,False
2020-04-12,35,False
2020-04-19,71,False
2020-04-26,43,True
