date,torta soffice,isPartial
2018-01-07,18,False
2018-01-14,18,False
2018-01-21,37,False
2018-01-28,35,False
2018-02-04,17,False
2018-02-11,30,False
2018-02-18,27,False
2018-02-25,41,False
2018-03-04,41,False
2018-03-11,24,False
2018-03-18,37,False
2018-03-25,16,False
2018-04-01,33,False
2018-04-08,24,False
2018-04-15,45,False
2018-04-22,16,False
2018-04-29,31,False
2018-05-06,6,False
2018-05-13,22,False
2018-05-20,16,False
2018-05-27,25,False
2018-06-03,15,False
2018-06-10,12,False
2018-06-17,13,False
2018-06-24,14,False
2018-07-01,7,False
2018-07-08,7,False
2018-07-15,14,False
2018-07-22,25,False
2018-07-29,11,False
2018-08-05,8,False
2018-08-12,9,False
2018-08-19,25,False
2018-08-26,18,False
2018-09-02,24,False
2018-09-09,7,False
2018-09-16,10,False
2018-09-23,30,False
2018-09-30,16,False
2018-10-07,30,False
2018-10-14,17,False
2018-10-21,49,False
2018-10-28,48,False
2018-11-04,49,False
2018-11-11,38,False
2018-11-18,36,False
2018-11-25,24,False
2018-12-02,19,False
2018-12-09,28,False
2018-12-16,16,False
2018-12-23,15,False
2018-12-30,17,False
2019-01-06,9,False
2019-01-13,21,False
2019-01-20,23,False
2019-01-27,36,False
2019-02-03,25,False
2019-02-10,23,False
2019-02-17,26,False
2019-02-24,24,False
2019-03-03,37,False
2019-03-10,21,False
2019-03-17,18,False
2019-03-24,27,False
2019-03-31,14,False
2019-04-07,17,False
2019-04-14,24,False
2019-04-21,30,False
2019-04-28,25,False
2019-05-05,18,False
2019-05-12,15,False
2019-05-19,32,False
2019-05-26,25,False
2019-06-02,12,False
2019-06-09,20,False
2019-06-16,18,False
2019-06-23,6,False
2019-06-30,6,False
2019-07-07,24,False
2019-07-14,9,False
2019-07-21,19,False
2019-07-28,17,False
2019-08-04,10,False
2019-08-11,12,False
2019-08-18,17,False
2019-08-25,15,False
2019-09-01,14,False
2019-09-08,6,False
2019-09-15,14,False
2019-09-22,9,False
2019-09-29,14,False
2019-10-06,35,False
2019-10-13,37,False
2019-10-20,24,False
2019-10-27,33,False
2019-11-03,38,False
2019-11-10,32,False
2019-11-17,32,False
2019-11-24,23,False
2019-12-01,22,False
2019-12-08,14,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,12,False
2020-01-05,21,False
2020-01-12,22,False
2020-01-19,30,False
2020-01-26,25,False
2020-02-02,41,False
2020-02-09,36,False
2020-02-16,23,False
2020-02-23,19,False
2020-03-01,40,False
2020-03-08,63,False
2020-03-15,100,False
2020-03-22,77,False
2020-03-29,91,False
2020-04-05,65,False
2020-04-12,52,False
2020-04-19,38,False
2020-04-26,30,True
