date,torta soffice,isPartial
2018-01-07,28,False
2018-01-14,21,False
2018-01-21,17,False
2018-01-28,31,False
2018-02-04,41,False
2018-02-11,24,False
2018-02-18,33,False
2018-02-25,65,False
2018-03-04,41,False
2018-03-11,51,False
2018-03-18,53,False
2018-03-25,25,False
2018-04-01,23,False
2018-04-08,35,False
2018-04-15,11,False
2018-04-22,11,False
2018-04-29,21,False
2018-05-06,17,False
2018-05-13,28,False
2018-05-20,7,False
2018-05-27,35,False
2018-06-03,14,False
2018-06-10,20,False
2018-06-17,14,False
2018-06-24,21,False
2018-07-01,14,False
2018-07-08,21,False
2018-07-15,32,False
2018-07-22,7,False
2018-07-29,0,False
2018-08-05,8,False
2018-08-12,13,False
2018-08-19,19,False
2018-08-26,42,False
2018-09-02,31,False
2018-09-09,38,False
2018-09-16,44,False
2018-09-23,34,False
2018-09-30,38,False
2018-10-07,32,False
2018-10-14,63,False
2018-10-21,60,False
2018-10-28,69,False
2018-11-04,56,False
2018-11-11,42,False
2018-11-18,40,False
2018-11-25,44,False
2018-12-02,35,False
2018-12-09,25,False
2018-12-16,33,False
2018-12-23,13,False
2018-12-30,8,False
2019-01-06,44,False
2019-01-13,30,False
2019-01-20,58,False
2019-01-27,41,False
2019-02-03,40,False
2019-02-10,34,False
2019-02-17,45,False
2019-02-24,35,False
2019-03-03,25,False
2019-03-10,39,False
2019-03-17,24,False
2019-03-24,25,False
2019-03-31,49,False
2019-04-07,10,False
2019-04-14,14,False
2019-04-21,28,False
2019-04-28,50,False
2019-05-05,28,False
2019-05-12,58,False
2019-05-19,26,False
2019-05-26,26,False
2019-06-02,18,False
2019-06-09,28,False
2019-06-16,14,False
2019-06-23,22,False
2019-06-30,11,False
2019-07-07,16,False
2019-07-14,7,False
2019-07-21,7,False
2019-07-28,21,False
2019-08-04,15,False
2019-08-11,8,False
2019-08-18,35,False
2019-08-25,19,False
2019-09-01,18,False
2019-09-08,9,False
2019-09-15,31,False
2019-09-22,25,False
2019-09-29,35,False
2019-10-06,46,False
2019-10-13,33,False
2019-10-20,19,False
2019-10-27,51,False
2019-11-03,37,False
2019-11-10,22,False
2019-11-17,34,False
2019-11-24,42,False
2019-12-01,29,False
2019-12-08,13,False
2019-12-15,29,False
2019-12-22,19,False
2019-12-29,26,False
2020-01-05,38,False
2020-01-12,26,False
2020-01-19,32,False
2020-01-26,41,False
2020-02-02,32,False
2020-02-09,33,False
2020-02-16,41,False
2020-02-23,43,False
2020-03-01,49,False
2020-03-08,46,False
2020-03-15,70,False
2020-03-22,100,False
2020-03-29,90,False
2020-04-05,81,False
2020-04-12,52,False
2020-04-19,85,False
2020-04-26,71,True
